tool_temp_c,part_temp_c,vibration_x_mm_s,vibration_y_mm_s,press_force_ton,contact_force_kn,cycle_time_s,energy_kwh,lubricant_flow_lmin,is_anomaly
426.27,850.62,3.63,3.76,220.32,171.02,17.65,24.41,4.95,0
422.15,859.2,2.83,2.48,232.0,185.75,19.88,24.69,5.04,0
411.45,862.29,4.23,3.67,235.39,186.5,19.51,26.05,5.22,0
435.04,871.1,2.58,3.08,211.34,168.69,19.54,24.57,5.9,0
436.88,856.69,2.97,4.1,242.21,188.6,16.47,23.58,5.12,0
424.09,859.67,1.9,2.97,219.37,177.0,18.2,25.91,4.46,0
428.21,840.16,3.61,3.16,225.62,177.95,20.17,23.92,4.75,0
443.54,856.24,2.06,3.97,218.57,166.59,20.64,27.11,4.22,0
450.15,852.54,2.99,3.01,242.72,196.47,15.8,20.76,5.2,0
407.19,833.36,2.05,3.95,222.37,173.09,20.11,23.85,4.78,0
443.1,855.76,3.79,2.61,241.48,187.13,16.65,23.28,4.46,0
438.68,860.12,4.19,2.83,231.97,186.99,17.77,25.05,4.84,0
434.89,864.05,2.72,2.88,226.65,177.12,17.34,23.51,4.9,0
437.48,830.59,3.12,4.36,221.18,188.08,17.01,23.64,5.39,0
421.86,828.96,2.89,3.6,228.23,172.34,17.05,21.19,5.1,0
432.86,872.62,2.8,4.11,228.26,184.36,19.39,28.15,5.39,0
425.53,826.23,2.87,3.66,221.31,181.89,18.34,22.83,5.7,0
441.0,860.87,2.63,2.92,227.44,182.99,16.29,22.55,4.63,0
417.62,849.98,4.46,3.18,243.4,190.49,18.79,23.7,5.76,0
417.41,830.52,2.54,2.18,229.52,181.42,18.95,23.66,5.13,0
445.93,834.27,2.49,3.56,223.89,175.01,16.62,23.96,4.68,0
447.19,879.98,3.83,3.06,218.72,176.19,20.43,26.36,4.71,0
435.53,867.81,4.1,3.03,229.01,183.23,17.12,23.37,4.36,0
438.13,852.0,3.19,2.27,233.66,185.5,22.08,24.24,5.42,0
418.12,878.39,3.02,3.08,228.12,188.85,15.94,25.45,4.59,0
433.39,874.69,1.46,2.64,234.19,181.98,17.12,25.19,4.99,0
437.72,845.24,2.05,3.17,228.63,188.13,17.81,24.13,4.51,0
414.56,877.61,3.01,3.64,224.38,176.49,18.45,27.32,5.04,0
439.26,849.61,1.66,4.42,214.84,174.34,19.23,25.18,4.81,0
422.25,863.24,2.57,4.59,215.96,173.36,20.11,23.4,4.92,0
438.28,837.79,3.77,3.65,231.74,182.49,17.16,22.06,3.62,0
423.65,857.09,4.04,1.93,226.16,184.64,16.88,23.02,4.98,0
431.25,863.78,3.58,3.44,219.67,172.95,17.83,23.49,4.89,0
432.78,822.69,3.87,2.46,230.97,177.67,17.19,21.85,4.51,0
415.58,853.33,3.47,3.68,228.17,185.54,17.19,23.54,5.28,0
406.83,837.59,3.47,3.88,228.91,186.12,19.82,23.06,4.65,0
434.45,851.05,3.41,3.65,224.01,173.78,17.09,23.03,4.52,0
426.94,864.85,2.85,3.93,223.3,186.54,17.62,23.58,4.47,0
425.31,853.49,4.44,3.03,234.45,194.41,16.6,23.01,5.86,0
435.5,861.89,1.4,2.4,230.09,183.99,16.24,23.78,4.33,0
436.62,838.22,2.04,2.75,228.04,181.01,16.86,22.99,5.93,0
437.91,825.39,3.49,2.01,233.77,192.91,20.66,22.64,4.77,0
427.1,842.19,2.26,2.66,225.28,178.27,15.0,22.29,5.26,0
433.96,866.81,3.43,3.22,219.55,170.39,20.35,23.54,4.93,0
435.03,812.66,2.08,3.78,237.24,183.36,15.86,20.94,4.23,0
449.66,848.7,2.7,2.64,214.99,171.17,16.46,24.14,5.53,0
423.52,867.39,2.54,1.7,229.97,178.0,19.16,25.94,4.95,0
441.14,878.78,3.87,2.41,233.65,190.9,23.06,31.47,5.6,1
421.68,871.73,2.46,2.76,224.66,174.54,18.22,24.84,4.84,0
426.45,861.76,3.0,3.33,229.31,186.27,17.36,25.44,5.05,0
432.99,847.64,3.7,3.97,241.72,195.88,17.23,24.63,4.94,0
429.68,852.66,2.64,4.21,220.69,180.95,19.49,25.19,5.74,0
429.53,860.06,4.28,2.87,241.49,197.96,16.03,23.51,4.96,0
421.94,847.31,3.79,4.02,242.73,194.93,17.38,23.41,4.53,0
419.0,858.77,3.5,2.55,231.8,181.28,17.33,24.42,5.2,0
445.07,838.81,2.98,2.57,228.12,181.21,19.9,23.77,4.36,0
436.49,842.37,3.8,2.78,223.77,177.25,17.56,23.04,5.07,0
425.66,852.06,2.49,3.28,236.6,199.99,17.52,25.9,4.58,0
432.73,847.97,3.84,2.6,219.57,172.28,18.75,23.8,4.81,0
428.15498669744426,869.7004738402765,1.5774431945020129,2.4168238681277017,233.08305902091698,177.4871071063293,18.31411156388936,25.68936443148921,5.00732702303314,0
433.51,850.2,3.97,4.08,214.47,169.41,17.2,21.6,5.01,0
442.47,856.94,3.39,2.51,230.21,184.83,19.52,26.23,4.12,0
428.83,846.77,1.74,2.21,224.28,179.37,19.9,23.96,5.83,0
435.66,871.47,3.68,1.68,221.24,174.76,19.45,26.99,5.11,0
424.96,837.77,2.5,3.0,219.44,171.05,15.0,21.28,5.82,0
426.59,846.87,3.12,2.22,229.46,177.19,21.72,23.8,4.97,0
434.98,825.62,2.64,2.64,232.07,188.24,18.4,21.41,4.31,0
410.1540774110895,838.5478109799707,3.644290921881485,3.885355756415732,241.164062122643,199.68676619396294,19.980374486229646,23.981685011805762,4.785782461832784,0
425.57,864.48,3.07,2.14,212.58,169.29,15.31,23.97,4.18,0
426.41,839.14,2.26,3.19,237.7,203.14,18.58,23.01,6.06,0
433.55,871.58,2.68,1.78,220.94,167.86,16.7,25.0,4.78,0
437.7,849.26,2.66,2.78,231.47,184.66,18.99,24.26,5.4,0
435.46,855.46,2.28,3.59,231.51,191.11,17.23,24.0,5.21,0
415.31,843.61,3.68,3.72,234.01,182.06,18.17,23.97,4.7,0
430.43,836.63,2.38,2.86,241.66,186.73,16.48,24.16,5.95,0
423.46,852.71,3.01,4.53,226.48,174.23,15.22,21.67,5.26,0
422.27,864.82,2.21,2.66,235.37,188.17,17.58,26.73,5.4,0
429.39,844.34,3.65,1.98,226.41,185.43,18.09,23.4,4.61,0
441.11,878.1,2.67,1.91,227.92,186.16,20.29,27.34,5.83,0
441.87,832.29,2.68,2.48,246.76,192.9,19.02,22.55,3.98,0
431.84,865.62,2.47,2.68,215.82,175.93,18.09,24.22,5.27,0
427.65,842.76,3.66,2.22,223.75,185.44,15.5,24.24,4.71,0
430.12,846.76,2.21,3.21,222.44,180.97,16.45,22.32,5.07,0
421.06727395795605,855.7882319568398,2.7546842233307673,2.6933644581852256,225.94225303400478,183.6932225831647,18.064999976855074,23.19522555621519,6.474519077244719,0
436.13,870.73,3.14,2.76,230.25,191.93,19.64,26.19,5.42,0
439.06,843.44,2.71,2.62,246.22,191.34,19.36,25.16,4.88,0
441.09,833.38,2.94,3.0,224.39,184.95,17.87,22.87,4.53,0
443.51,850.31,2.82,4.54,226.62,176.51,18.91,23.71,5.2,0
424.42,851.25,3.13,3.93,209.32,166.63,19.08,23.52,4.95,0
435.06,880.74,3.51,3.1,231.44,186.17,18.18,25.77,5.5,0
418.08,834.34,2.85,4.01,244.65,205.28,17.26,22.02,4.97,0
446.19,852.82,3.96,2.21,228.89,178.23,20.39,24.85,4.49,0
429.25,867.36,3.43,4.02,227.17,173.12,20.09,27.23,5.24,0
426.87,858.52,2.57,2.97,231.02,183.39,17.45,23.78,6.06,0
426.14,858.57,3.47,2.58,234.82,192.09,16.63,24.0,6.14,0
443.71,873.86,3.47,3.59,247.88,187.1,17.29,23.72,4.98,0
435.77,868.2,2.6,2.73,224.01,168.37,18.49,26.49,4.83,0
411.39,856.04,3.61,2.67,201.87,166.01,19.22,25.74,5.49,0
424.51,834.79,2.86,2.19,235.96,186.3,17.01,23.63,5.57,0
453.9,830.79,3.42,3.81,234.69,192.59,19.95,25.21,4.77,0
437.29,879.9,2.13,3.62,247.22,196.89,17.74,23.87,5.35,0
434.38,849.46,3.53,1.94,228.26,183.87,16.42,24.83,4.76,0
439.48,837.5,2.54,3.63,207.54,161.93,18.64,24.88,6.16,1
451.16,838.62,3.11,4.16,230.5,183.45,18.0,22.76,4.75,0
407.21,864.85,2.45,2.64,236.07,191.67,16.86,21.78,4.67,0
407.81,844.74,3.06,2.92,228.67,186.54,16.96,21.79,4.87,0
425.5,864.64,3.72,2.76,230.87,187.28,17.7,22.82,4.75,0
429.45,866.0,3.24,2.63,245.73,200.33,18.73,24.37,4.99,0
435.84,835.74,3.08,3.27,235.37,183.15,17.64,22.7,4.88,0
425.99,836.53,3.58,2.47,227.73,183.84,16.93,24.53,4.73,0
425.94,855.93,4.24,3.85,220.06,178.26,15.33,25.62,4.06,0
410.46,862.06,2.24,2.18,235.71,197.38,19.89,24.99,5.74,0
435.25,830.13,3.52,3.92,240.89,196.89,18.88,25.94,5.22,0
417.46,866.03,2.59,1.82,224.86,185.08,18.29,24.23,4.75,0
425.11,859.19,2.81,3.86,230.37,186.13,17.06,23.38,4.41,0
440.6,875.78,3.43,3.96,228.96,183.03,22.98,27.74,4.14,0
436.2,835.16,3.2,2.17,232.59,181.25,16.54,24.22,4.85,0
422.27,851.95,2.82,3.4,222.0,167.43,18.33,24.7,5.47,0
435.9,846.36,2.56,4.08,234.06,182.55,20.32,24.36,4.81,0
436.9,856.94,3.06,3.35,229.02,186.41,19.98,24.75,5.53,0
434.52,856.47,2.36,2.82,232.28,182.64,16.76,21.69,6.2,0
424.28,863.12,2.08,3.63,242.64,197.7,17.34,23.46,3.63,0
425.77,855.25,2.61,2.95,227.96,187.28,20.16,24.58,5.98,0
426.69,848.91,2.7,3.6,234.9,187.54,19.88,26.96,5.33,0
422.64,816.71,3.53,1.98,228.07,187.05,18.7,23.88,5.27,0
429.84,839.75,1.82,1.63,225.42,182.16,20.22,22.17,4.63,0
443.25,833.96,3.35,3.05,230.85,182.02,17.42,23.12,5.43,0
401.38,853.07,2.26,3.9,225.15,176.0,18.62,25.32,5.05,0
424.63,836.8,3.44,3.13,241.49,193.54,17.05,24.43,4.94,0
429.17,871.93,2.63,4.38,233.84,190.42,16.41,25.03,4.72,0
411.904564322912,841.7244293267677,2.7268977816426188,3.650893598443047,229.99648604391402,184.03831172978485,16.382204562712307,24.37083032426352,4.556547441175457,0
429.31,869.48,2.79,1.63,226.01,178.65,19.39,25.48,4.71,0
425.81,850.24,2.94,3.19,241.63,193.1,17.57,23.07,4.89,0
420.18,834.57,3.71,3.35,216.01,169.67,18.03,24.54,4.69,0
479.47,910.56,3.65,4.72,241.12,187.07,22.58,26.95,4.01,1
426.79,860.2,2.98,3.65,234.81,196.74,18.92,26.38,4.42,0
424.37,849.13,3.21,2.47,246.59,200.07,17.72,22.58,4.51,0
431.85,848.09,2.85,5.3,236.06,194.01,16.66,22.53,6.5,0
442.29,870.36,2.12,2.43,229.96,187.3,16.2,24.41,5.3,0
418.32,843.39,3.33,4.18,225.44,175.73,20.05,23.42,5.22,0
435.85,836.09,3.89,3.82,185.56,162.28,18.76,23.85,6.41,1
435.91,846.89,3.63,2.72,222.34,188.23,17.79,25.11,4.72,0
437.06,877.9,4.13,4.29,233.06,186.96,19.05,24.25,5.25,0
432.24,847.65,3.98,1.19,241.43,194.96,22.19,25.8,4.44,0
433.03,885.4,2.8,2.6,228.01,180.58,19.71,25.22,4.73,0
441.48,849.42,3.05,3.09,229.73,185.34,18.0,23.42,4.81,0
429.29,837.55,2.79,3.45,236.43,178.67,15.05,22.16,5.16,0
435.63,877.54,3.07,2.16,233.19,190.56,18.38,25.87,5.41,0
421.5,866.89,4.25,1.94,230.06,187.85,18.28,24.58,4.91,0
406.06,857.95,4.76,3.05,235.96,176.37,17.03,24.74,5.48,0
429.15,847.28,1.92,3.81,222.69,178.84,19.33,23.77,4.97,0
433.62,853.23,3.1,3.78,221.51,171.46,16.9,23.2,4.49,0
445.66,864.22,3.09,1.99,235.02,182.39,16.21,23.34,4.39,0
423.33,853.81,2.5,2.7,223.13,179.7,17.1,22.03,4.85,0
435.77,846.0,2.71,3.39,224.99,182.01,17.81,24.79,5.3,0
433.96,863.17,2.16,4.76,233.03,186.47,16.12,22.73,4.4,0
424.61,852.93,3.22,3.43,226.26,183.24,17.43,23.36,5.54,0
447.1,854.17,3.13,2.68,217.45,180.39,18.77,23.22,4.78,0
441.06,835.97,2.97,3.5,225.82,181.48,17.78,23.76,5.48,0
442.81,869.21,3.53,3.74,215.04,173.04,19.89,27.15,4.64,0
420.98,863.52,3.71,2.63,231.4,182.52,18.16,24.74,4.78,0
434.58,844.88,3.51,3.26,228.94,187.01,16.53,23.91,4.98,0
440.64,846.91,3.93,3.94,223.89,177.96,19.62,24.36,4.88,0
415.94,871.51,2.49,2.61,234.51,191.03,16.6,25.23,4.6,0
415.93,828.41,2.18,2.99,231.28,202.5,17.17,20.1,5.05,0
404.07,803.45,2.66,2.53,224.5,175.85,19.9,21.33,5.8,0
415.14,850.16,3.04,2.33,240.39,195.17,20.58,25.0,5.58,0
415.33,862.55,4.69,3.58,242.5,190.25,17.94,25.77,4.85,0
427.48,857.52,3.39,3.0,222.54,177.81,15.0,22.44,5.16,0
429.92,841.14,3.44,3.87,236.92,187.37,17.31,24.49,4.87,0
439.97,864.46,2.22,3.8,226.76,180.29,18.07,23.32,5.15,0
428.28,852.24,2.52,2.94,227.06,182.53,16.52,24.33,4.97,0
422.95395220509556,819.6324570882397,2.9607166390142194,3.074030324597919,227.04316311103912,183.43425362813568,18.598400426500792,23.30661462580504,4.576055167644905,0
418.88,860.15,3.29,1.77,216.81,182.4,16.6,24.26,4.52,0
432.54,897.37,3.46,3.31,209.57,169.44,18.84,27.71,5.17,0
436.26,844.49,2.4,2.53,234.85,196.9,17.63,23.45,5.38,0
441.22,878.58,3.23,2.69,241.16,197.71,19.48,23.8,5.46,0
431.75,839.11,4.02,2.53,234.91,185.53,18.44,24.6,4.89,0
414.77,872.75,2.81,3.02,241.43,198.98,19.58,25.93,4.69,0
433.37,868.16,2.84,2.65,236.12,189.18,19.17,25.1,4.92,0
425.33,849.15,2.51,3.15,223.33,178.44,20.63,24.99,5.11,0
444.71,841.04,1.84,2.65,237.68,185.11,18.94,24.96,4.53,0
426.07,872.41,1.67,2.35,236.02,189.12,16.18,23.4,5.43,0
432.42,837.91,3.37,3.06,237.46,184.58,15.42,22.06,5.28,0
416.27,841.54,3.0,3.03,237.29,192.06,17.48,22.51,4.57,0
428.04,866.12,2.28,2.86,233.53,198.8,17.13,24.03,5.93,0
416.8,839.35,3.42,2.7,231.11,190.97,18.74,25.13,4.74,0
434.85,840.09,2.53,2.51,218.25,171.36,16.15,23.05,5.4,0
444.13,827.96,4.2,2.99,230.94,182.28,19.25,22.07,5.36,0
432.53,852.24,3.46,3.42,223.07,170.0,16.76,20.56,5.16,0
428.07,864.32,2.65,2.75,227.33,190.88,18.37,24.62,5.44,0
422.29,855.08,2.93,3.22,236.94,192.31,18.84,23.69,5.91,0
420.93,830.57,3.27,1.25,220.78,176.33,19.77,22.1,4.59,0
432.05,845.06,3.6,3.27,226.6,176.17,17.24,20.36,5.18,0
421.32,850.76,3.7,1.4,219.07,178.29,18.24,22.1,4.58,0
411.63,839.55,3.24,2.99,227.58,186.34,17.33,23.8,4.72,0
427.34,845.0,3.27,2.63,233.96,186.67,17.25,26.42,5.86,0
435.77,865.76,4.02,3.31,234.16,183.55,19.14,24.24,4.64,0
445.91,811.75,3.31,2.23,195.71,154.48,23.03,22.89,5.4,1
432.89,860.16,3.2,4.67,223.11,182.65,18.36,23.6,4.99,0
435.21,854.42,3.47,2.42,227.37,184.62,21.06,23.88,6.45,0
428.33,853.39,3.74,3.57,220.63,165.23,15.77,22.82,5.44,0
422.88,862.46,3.34,2.46,226.62,185.13,18.73,25.59,4.58,0
422.74,837.76,3.26,1.8,234.58,189.97,18.92,22.03,5.61,0
424.69,853.31,1.78,3.48,226.63,184.37,21.14,25.23,6.3,0
427.93,864.29,2.41,4.31,232.66,182.87,16.64,22.63,5.16,0
429.67,848.1,3.78,2.26,225.37,176.49,19.08,23.31,4.96,0
421.84,841.18,2.28,3.38,233.77,187.01,15.74,21.75,5.32,0
422.72,863.05,2.46,2.21,239.64,198.6,16.12,23.88,4.9,0
413.32,845.15,3.02,3.51,231.97,182.21,15.96,23.67,5.56,0
427.79,879.58,4.37,3.49,240.22,189.49,19.43,26.32,4.56,0
414.05,864.04,3.42,3.11,232.59,186.2,17.71,26.0,4.92,0
427.88,850.91,3.8,3.03,219.28,189.75,15.48,22.71,4.71,0
442.11,840.69,2.39,3.21,217.64,170.8,18.22,24.2,5.85,0
416.64,898.0,4.1,1.95,247.12,201.09,15.0,27.05,4.42,0
430.85,873.84,2.69,3.47,220.26,179.36,16.39,25.46,4.58,0
423.69,836.52,2.34,4.39,230.6,182.78,18.23,22.99,4.94,0
438.26,833.55,4.16,3.24,231.53,185.82,19.07,25.72,4.38,0
434.29,846.13,2.95,2.54,224.74,180.63,16.67,21.7,5.3,0
439.04,884.2,2.59,2.86,244.74,199.28,18.64,26.23,5.97,0
431.38,851.45,2.84,4.13,233.39,186.38,19.53,24.95,4.62,0
427.17,842.69,2.89,3.04,228.38,180.68,18.07,22.4,4.77,0
428.54,871.7,2.94,2.83,233.52,189.33,17.83,26.47,4.81,0
410.53,837.6,10.54,7.25,248.74,211.03,23.31,30.78,4.39,1
416.48,839.93,2.89,3.47,231.77,186.65,15.86,23.28,5.15,0
425.22,850.09,3.04,3.18,217.51,175.09,20.04,25.58,4.43,0
439.55,837.54,3.56,4.64,228.26,182.73,16.39,20.85,4.1,0
426.24,851.96,2.73,3.4,224.9,172.78,16.29,24.58,5.35,0
438.54,848.8,3.88,1.87,225.83,189.95,19.21,23.91,5.39,0
439.83,847.93,3.45,2.64,242.38,184.43,20.19,24.85,4.79,0
429.43,832.25,3.28,2.59,225.12,179.96,19.73,23.57,5.51,0
424.15,854.29,3.67,2.89,237.75,194.09,19.31,23.81,4.36,0
423.72,878.95,2.52,3.34,222.28,177.19,20.66,23.71,4.41,0
417.85,841.4,2.81,3.1,223.61,165.21,17.45,23.7,4.93,0
430.72,865.55,2.73,3.86,236.97,187.68,17.77,26.92,5.73,0
416.41,844.59,3.21,2.06,224.36,174.84,17.53,21.62,5.4,0
443.96,841.75,2.94,3.77,224.72,180.57,17.99,24.01,5.3,0
413.4,841.69,3.72,2.34,242.12,187.56,16.26,23.34,5.07,0
435.05,868.17,4.14,3.02,238.92,191.2,19.06,25.35,4.18,0
427.4,863.49,4.04,3.42,232.32,186.94,17.7,24.45,5.33,0
444.9,844.44,3.81,3.17,222.32,188.21,20.67,22.56,4.32,0
433.43,841.45,2.42,2.88,220.97,176.34,17.64,22.53,4.86,0
421.79,857.72,2.95,3.89,230.52,187.26,18.37,25.05,4.91,0
439.95,876.91,2.4,3.4,230.79,182.89,16.35,24.01,4.79,0
441.04,838.24,2.08,2.6,238.9,187.2,18.7,22.72,5.25,0
436.02,869.92,3.2,2.5,229.55,178.88,19.57,27.29,5.05,0
426.83,872.89,3.92,3.27,233.22,184.56,17.18,22.38,5.53,0
419.29,850.85,3.22,2.6,234.39,185.99,19.29,25.16,4.74,0
413.88,845.26,2.82,2.34,215.53,177.46,18.7,25.08,4.42,0
433.79,849.0,2.96,3.02,228.22,181.52,17.95,23.71,5.05,0
422.97,835.32,1.73,3.72,239.25,188.98,15.44,24.98,4.29,0
450.6,862.97,1.73,2.7,234.55,184.85,18.92,25.04,4.67,0
433.14,847.84,2.77,2.77,226.24,185.89,19.12,23.74,5.13,0
445.29,851.13,1.84,2.8,238.13,190.35,17.57,25.16,4.95,0
431.9,852.23,3.54,2.85,229.2,183.72,16.69,24.12,4.49,0
444.9,863.81,2.79,1.74,218.56,176.7,18.84,27.53,4.48,0
427.58,855.88,2.21,2.27,222.56,173.72,16.34,22.51,4.77,0
428.22,859.74,2.82,3.6,224.79,178.0,15.4,25.47,4.99,0
421.65,876.06,3.13,2.85,245.63,200.72,17.45,26.61,5.23,0
437.35,857.88,4.23,3.0,215.6,178.6,17.34,24.38,5.65,0
428.17,851.33,2.93,4.35,230.9,191.53,19.47,24.79,5.52,0
420.35,869.57,2.86,4.75,199.52,153.38,20.52,27.57,5.98,1
425.46,854.13,9.21,8.78,233.89,176.77,19.2,22.51,4.97,1
450.65,848.22,2.44,3.21,237.2,183.76,15.9,21.38,5.76,0
438.27,844.09,1.43,2.55,233.52,186.05,19.92,24.83,6.29,0
433.02,864.97,4.53,2.93,229.18,183.03,17.66,24.7,4.87,0
423.31,878.09,3.71,2.11,240.92,194.95,18.28,26.9,5.61,0
413.45,855.15,2.88,3.06,238.0,189.14,17.91,25.49,4.51,0
432.04,863.38,1.31,3.08,226.27,169.34,19.95,25.09,5.15,0
434.47,847.82,3.25,2.62,226.61,179.12,17.56,21.37,5.65,0
443.36,876.75,3.69,3.58,226.15,182.68,18.62,25.92,5.13,0
429.38,829.1,3.41,1.96,228.42,178.77,19.12,22.99,5.15,0
444.16,865.33,8.36,9.3,245.57,190.68,21.11,25.72,5.46,1
431.47,846.22,2.56,3.83,212.18,167.59,17.91,24.25,5.7,0
434.66,814.48,2.8,3.11,223.01,180.92,16.39,22.19,5.41,0
416.02,844.0,3.92,2.54,219.97,175.77,19.74,23.73,5.44,0
424.67,867.88,3.47,2.62,223.83,179.43,18.63,24.46,5.35,0
414.52,853.65,3.53,1.97,236.54,197.72,19.89,24.01,4.54,0
431.17,846.2,2.75,3.4,235.72,180.23,15.01,20.12,4.93,0
450.09,844.54,4.5,3.17,216.92,165.0,19.4,24.66,5.69,0
432.44,846.22,2.84,2.98,231.44,188.62,15.0,22.45,5.58,0
423.61,836.1,1.78,2.59,216.93,178.01,17.85,23.0,4.92,0
437.95,864.36,2.91,3.53,221.08,180.15,17.17,23.26,5.12,0
448.86,861.31,4.02,2.9,240.34,187.63,17.22,23.36,5.33,0
434.02,851.01,2.77,4.7,225.92,184.84,17.91,21.97,5.38,0
446.94,862.2,1.97,3.02,228.21,190.78,18.35,24.16,4.43,0
425.6,829.32,2.67,3.15,243.68,185.82,17.58,22.61,4.54,0
415.18,866.99,3.75,2.77,235.26,190.15,18.43,25.04,5.37,0
424.77,839.59,2.69,4.5,233.68,192.63,19.16,23.78,4.24,0
422.18,848.53,3.9,2.14,230.82,187.22,17.94,21.98,5.18,0
414.82,848.89,3.16,3.01,222.55,183.03,18.28,21.65,5.06,0
428.95,838.23,2.77,3.26,221.74,181.04,16.61,22.39,4.92,0
434.52,865.19,2.83,3.18,221.82,169.51,19.69,27.75,4.85,0
434.27,856.78,3.17,3.03,240.48,190.45,17.32,21.83,5.37,0
422.54,865.65,2.44,3.83,213.11,164.07,18.03,25.21,5.53,0
449.27,856.56,1.74,1.95,223.65,176.33,17.01,24.96,4.03,0
419.14,832.07,3.98,3.62,215.95,180.19,20.93,25.55,4.71,0
432.66,845.64,2.32,3.69,224.71,184.83,17.68,21.67,5.36,0
437.89,882.16,2.28,2.83,227.75,184.58,18.2,26.04,4.5,0
441.23,826.31,2.44,2.25,224.77,178.48,17.19,22.9,5.13,0
432.06,837.32,3.21,2.82,233.53,184.51,18.14,23.6,5.23,0
418.32,820.05,2.97,4.39,225.17,184.49,18.3,24.96,4.88,0
438.86,828.81,2.71,3.03,231.47,179.21,15.0,21.91,4.35,0
425.9,837.69,2.76,1.88,232.62,187.08,16.31,24.28,4.2,0
434.45,844.84,4.57,2.2,229.4,175.16,15.16,23.55,5.64,0
429.71,853.55,3.91,1.78,230.68,195.45,19.15,23.19,4.36,0
419.32,866.99,3.06,3.05,235.98,188.84,17.38,23.68,5.21,0
414.07,849.49,4.69,2.78,235.31,185.43,19.04,23.84,4.74,0
427.64,844.15,2.24,3.69,224.99,176.71,16.54,22.6,5.52,0
420.96,870.93,4.08,3.28,241.54,190.03,17.52,24.61,5.1,0
433.3,843.09,2.23,3.25,228.61,178.69,15.9,23.09,5.63,0
430.96,861.54,3.6,3.46,236.01,188.1,16.68,24.33,5.47,0
436.84,817.28,2.63,3.01,231.88,178.21,16.62,22.48,5.47,0
426.22,865.13,3.72,3.49,227.36,185.7,19.19,25.0,5.01,0
457.11,859.82,1.97,3.24,225.74,175.87,18.33,25.57,5.51,0
446.11,862.47,4.03,3.4,228.01,183.52,19.53,24.31,5.24,0
434.48,880.08,2.13,2.62,232.15,193.59,20.58,24.13,5.35,0
428.08,865.19,3.08,3.69,226.25,177.5,15.64,24.97,5.27,0
427.2,855.54,4.09,2.71,227.53,184.33,19.29,25.15,5.03,0
422.37,855.26,3.77,4.03,238.81,199.86,19.41,24.46,5.29,0
418.38,855.56,3.15,2.78,231.18,177.97,18.09,24.65,4.75,0
432.9,838.64,2.77,2.49,222.05,187.12,18.33,24.45,4.18,0
431.14,835.3,3.82,2.95,228.44,197.25,20.87,24.92,4.58,0
422.07,823.79,3.35,3.35,227.61,178.34,20.05,25.71,4.93,0
418.78,829.25,3.56,4.07,225.48,181.02,16.26,21.92,4.79,0
440.08,844.09,3.37,2.93,228.63,187.05,17.47,21.38,5.37,0
426.32,857.2,2.63,3.59,222.58,170.01,18.53,22.8,4.67,0
434.81,866.65,3.55,4.37,227.41,187.62,18.29,25.06,4.32,0
421.3180376673318,860.7811242805338,2.848712356536367,2.2746724076012788,245.73937702743493,194.38263239955296,15.953303515124503,22.19773856407551,4.908826576047067,0
444.78,857.34,3.54,3.48,240.7,187.41,16.93,24.99,4.87,0
405.62,854.18,3.78,2.47,225.66,189.4,17.97,23.66,5.21,0
425.26,873.12,3.67,1.86,232.08,191.13,17.41,26.05,4.68,0
447.19,843.12,3.07,1.89,219.33,171.95,17.88,24.95,4.36,0
422.1,834.01,3.06,3.42,228.17,186.17,18.59,23.16,5.0,0
436.63,830.16,3.38,2.54,233.13,188.96,17.63,20.5,5.77,0
432.58,858.09,2.92,3.68,231.68,199.05,18.09,26.16,6.18,0
438.01,858.29,2.48,3.61,234.34,189.95,18.24,25.69,4.81,0
428.87,842.6,2.05,2.74,224.82,174.95,15.48,21.85,5.71,0
428.75,824.86,3.31,2.49,237.89,191.18,16.48,23.06,4.58,0
438.96,850.8,2.74,2.31,234.91,183.06,15.0,21.69,5.96,0
432.37,856.93,2.26,2.89,230.42,185.0,16.03,22.05,4.49,0
426.0,833.74,3.37,3.39,237.2,188.24,19.16,24.13,5.11,0
429.99,858.33,3.09,3.64,221.01,171.76,17.95,26.13,5.65,0
434.46,855.83,2.25,4.81,239.53,193.87,19.13,25.7,6.19,0
411.47,852.64,2.98,2.63,238.26,197.42,16.71,22.03,4.56,0
424.72,837.44,3.18,2.78,230.75,178.89,17.99,21.3,3.72,0
426.37,854.08,3.45,3.25,224.24,178.81,16.31,22.63,4.44,0
418.01,840.77,2.35,3.19,218.25,175.45,19.21,24.34,5.0,0
437.36,860.61,2.31,2.87,221.51,171.85,19.43,24.34,4.34,0
420.99,869.2,2.1,2.05,233.17,185.3,20.29,25.19,4.4,0
433.63,865.67,3.26,3.7,227.36,185.24,18.28,24.59,5.03,0
481.25,914.94,3.58,3.76,229.74,189.62,24.09,28.03,4.59,1
434.15,843.41,2.23,3.01,229.58,179.41,18.92,23.73,4.6,0
424.03,817.63,3.21,3.67,229.96,181.46,18.14,22.27,4.67,0
443.25,834.85,3.03,3.37,223.54,177.64,17.98,22.35,4.36,0
435.72,839.5,1.54,3.2,225.52,189.97,16.49,23.65,5.03,0
432.92,861.75,2.75,3.19,238.4,186.8,17.53,25.01,5.04,0
442.38,843.21,1.83,3.47,216.28,179.15,15.86,23.73,5.64,0
428.33,851.38,3.47,3.95,230.27,184.75,17.05,23.94,4.62,0
416.73,825.28,3.01,3.29,242.6,192.45,19.52,23.31,5.55,0
