voltage_v,current_a,wire_feed_speed_mm_s,material_temp_c,ambient_temp_c,travel_speed_mm_s,torch_angle_deg,ctwd_mm,gas_flow_l_min,co2_pct,thickness_mm,steel_type,rust_level,surface_grease,wire_diameter_mm,roller_wear_pct,arc_stability_rms,weld_penetration_pct
22.49,168.17,105.88,40.49,26.88,4.68,60.0,11.9,17.93,21.79,2.26,1,3.0,3.0,1.03,65.7,1.34,49.66
32.42,248.19,89.39,42.47,21.14,6.85,60.0,16.18,10.0,12.19,2.92,0,3.0,3.0,0.81,17.81,0.98,64.2
21.14,195.24,101.15,33.52,20.66,8.6,60.0,16.43,16.43,5.92,2.25,0,3.0,3.0,0.84,11.07,1.48,54.57
24.49,197.93,58.81,24.12,15.32,5.23,60.0,20.77,16.73,15.45,1.99,1,3.0,3.0,0.95,46.19,1.13,31.86
30.43,158.24,127.1,20.76,30.32,8.54,60.0,13.4,19.56,22.29,2.27,0,3.0,2.24,1.26,34.89,0.91,70.32
19.42,134.86,102.43,25.3,25.33,8.69,60.0,16.33,18.7,12.99,1.88,0,3.0,3.0,0.79,34.51,0.86,39.28
16.59,162.2,95.03,42.53,28.37,6.45,60.0,16.63,12.65,22.89,2.62,1,2.53,1.82,1.03,17.46,0.85,47.1
20.55,150.15,102.99,36.29,24.6,5.27,60.0,16.06,20.41,20.68,1.87,1,1.7,1.85,1.24,12.33,0.48,54.3
24.84,159.02,95.8,31.2,24.55,5.46,60.0,10.16,14.23,14.15,3.92,2,1.1,3.0,1.21,57.09,1.46,60.01
18.01,139.64,105.89,37.26,26.13,11.62,60.0,20.15,15.77,7.71,3.79,1,3.0,1.82,1.2,53.16,0.66,44.65
19.4,122.8,102.2,36.05,31.88,10.53,60.0,11.76,19.65,18.68,2.49,2,0.65,0.79,0.79,18.42,0.79,48.07
25.71,161.15,113.63,35.1,34.37,8.45,60.0,15.53,16.49,25.0,3.16,1,3.0,3.0,0.8,45.03,1.19,68.58
23.89,186.3,96.42,22.16,23.06,8.59,60.0,11.7,17.67,23.36,4.1,1,3.0,3.0,0.99,0.0,1.22,55.48
24.63,253.08,106.08,21.47,33.84,6.87,60.0,15.21,17.66,16.84,2.97,0,3.0,3.0,0.74,41.78,0.62,72.17
18.14,140.63,105.8,41.48,32.86,10.08,60.0,15.61,19.73,19.42,1.51,1,3.0,3.0,1.0,57.12,0.19,39.41
24.93,170.42,50.0,23.15,21.77,8.28,60.0,13.2,21.09,18.41,2.98,1,3.0,3.0,0.98,8.54,0.77,26.76
23.07,168.05,104.87,31.26,30.39,6.38,60.0,15.49,18.07,20.54,3.04,2,3.0,2.75,0.98,46.2,0.43,68.23
26.85,169.57,68.5,30.97,21.09,7.03,60.0,14.79,18.45,21.82,2.57,0,3.0,3.0,1.02,48.38,0.67,41.67
22.01,178.74,92.83,36.56,23.22,8.31,60.0,15.94,14.91,19.53,3.04,0,0.2,3.0,0.81,5.55,0.59,55.84
24.91,178.12,83.47,24.45,17.14,8.15,60.0,14.68,12.88,13.23,1.45,2,3.0,0.02,0.8,20.11,1.16,59.06
25.34,195.9,59.01,17.63,12.19,5.39,60.0,20.45,17.53,14.76,1.93,1,3.0,3.0,0.99,41.25,0.99,28.21
28.8,183.97,81.64,30.91,25.24,8.48,60.0,12.51,17.22,20.97,1.55,1,3.0,1.33,0.8,22.26,1.15,49.15
27.36,186.53,55.95,31.06,26.0,9.08,60.0,10.72,11.3,6.74,1.78,1,2.79,3.0,1.2,49.76,1.33,44.8
26.42,208.84,113.94,41.6,24.33,7.97,60.0,19.47,10.0,21.17,2.52,0,3.0,2.43,0.8,40.68,0.51,79.62
21.69,109.55,50.56,37.28,23.97,9.84,60.0,14.63,18.49,25.0,2.67,0,0.57,2.34,0.99,49.63,0.81,27.2
16.04,107.06,73.93,50.0,21.02,12.41,60.0,11.94,17.23,18.45,2.15,0,2.69,3.0,0.82,16.31,0.97,21.39
20.49,156.26,92.59,49.39,26.89,8.67,60.0,18.82,17.18,11.89,2.37,1,3.0,2.55,0.79,37.37,1.05,42.09
19.32,126.15,63.33,21.13,34.38,9.86,60.0,15.47,17.09,25.0,1.64,0,3.0,3.0,1.0,44.18,1.15,1.4
23.46,127.55,50.03,24.36,12.15,9.17,60.0,18.68,12.75,18.34,2.56,1,3.0,3.0,0.8,25.74,0.69,15.3
26.58,130.01,91.34,38.97,30.15,7.47,60.0,16.3,15.56,18.86,2.52,1,3.0,3.0,1.04,53.01,1.04,32.31
24.2,177.75,91.42,32.19,26.99,3.16,60.0,13.68,12.72,25.0,2.18,0,3.0,3.0,0.79,52.56,1.27,48.54
22.06,163.85,74.84,25.06,26.69,6.18,60.0,14.86,11.21,21.58,2.1,2,3.0,3.0,0.81,22.07,0.61,43.99
19.71,143.75,100.79,36.76,24.96,9.34,60.0,16.85,12.64,25.0,1.69,0,3.0,3.0,1.02,47.02,0.64,43.32
24.85,130.62,132.63,39.43,26.26,4.92,60.0,16.17,14.49,23.02,3.11,0,3.0,3.0,0.79,29.48,0.41,49.35
25.94,201.29,71.82,36.58,29.21,11.98,60.0,16.63,12.81,18.62,2.85,0,3.0,1.02,1.22,30.63,0.95,51.0
28.51,187.59,57.81,17.9,24.37,4.1,60.0,16.86,17.15,13.56,2.14,0,3.0,3.0,0.85,2.64,0.99,32.52
24.7,192.49,86.87,31.46,34.2,9.09,60.0,19.4,16.27,15.52,1.95,0,3.0,3.0,1.0,22.4,0.31,47.26
22.9,150.83,63.66,46.09,22.81,6.39,60.0,15.35,19.85,22.54,2.07,0,3.0,3.0,0.78,24.4,0.49,28.56
28.02,178.55,97.87,39.47,23.18,8.99,60.0,17.74,13.81,5.0,1.7,1,3.0,3.0,0.77,14.57,0.86,53.49
22.06,140.33,140.27,39.12,30.32,8.87,60.0,17.72,19.14,17.63,1.98,0,0.3,3.0,0.79,2.41,0.14,65.04
20.09,117.77,97.27,50.0,31.51,8.25,60.0,14.02,20.95,12.76,1.83,0,3.0,2.4,1.0,14.45,0.69,38.01
25.31,194.94,107.43,37.08,29.07,6.01,60.0,17.07,16.66,16.1,2.46,0,3.0,3.0,0.81,29.84,0.31,63.94
23.17,165.11,99.04,26.02,21.56,7.44,60.0,19.99,19.52,19.32,2.71,0,3.0,3.0,0.81,53.46,1.02,52.47
20.06,152.14,81.93,30.74,28.98,7.32,60.0,15.14,17.31,24.49,2.63,0,2.66,3.0,0.8,22.17,0.23,35.98
25.42,225.05,81.44,50.0,28.97,8.95,60.0,14.94,10.53,19.59,2.56,0,1.47,3.0,1.19,61.29,0.8,64.01
32.28,194.41,85.91,50.0,18.84,8.46,60.0,21.08,14.93,21.76,2.59,2,0.79,1.88,0.8,36.88,0.59,71.84
29.27,194.32,104.99,40.8,28.28,7.98,60.0,15.86,18.12,15.91,2.45,1,3.0,3.0,0.84,19.41,0.8,58.66
31.61,200.43,88.98,41.54,24.33,6.29,60.0,18.11,17.54,21.39,1.56,2,3.0,3.0,1.23,48.35,0.74,53.98
24.33,148.65,103.52,21.25,19.61,12.4,60.0,15.01,20.33,22.33,2.07,0,0.3,3.0,0.78,34.35,0.51,48.68
24.24,187.99,56.77,30.18,19.59,9.45,60.0,12.72,15.42,13.77,1.91,0,0.0,3.0,1.2,33.14,0.56,48.14
23.93,204.14,85.28,38.92,37.07,9.22,60.0,19.77,17.45,17.17,2.48,0,0.79,3.0,0.76,14.7,0.77,68.66
18.14,151.2,85.29,27.83,21.59,5.34,60.0,22.06,17.85,18.38,2.5,0,3.0,2.03,0.73,5.77,0.58,38.91
15.39,94.84,88.94,37.64,36.74,5.67,60.0,15.38,17.82,16.71,1.46,0,3.0,3.0,0.82,54.27,0.31,7.41
21.93,167.33,100.47,34.66,27.59,10.3,60.0,15.1,12.55,10.39,1.86,2,3.0,3.0,1.0,17.73,0.88,43.51
24.77,187.71,87.52,25.71,17.19,7.9,60.0,15.26,12.42,12.17,1.4,2,3.0,1.12,0.78,24.48,1.16,57.0
22.46,169.06,87.66,48.24,28.41,11.17,60.0,19.24,13.95,17.68,3.01,0,3.0,3.0,1.02,4.34,0.62,46.13
23.25,140.42,101.6,34.25,27.75,12.02,60.0,20.6,22.58,19.37,2.0,2,3.0,3.0,0.84,9.07,1.42,34.43
21.11,164.63,68.23,34.28,31.63,8.01,60.0,12.01,10.06,14.55,2.96,0,3.0,3.0,1.17,33.12,1.41,34.25
24.81,179.57,88.35,28.98,24.13,4.76,60.0,20.44,15.41,18.06,1.51,1,3.0,3.0,0.83,41.46,0.17,44.21
24.34,198.09,96.93,20.23,33.55,8.21,60.0,18.09,15.16,21.16,3.07,1,3.0,3.0,0.78,42.16,0.99,61.39
24.37,149.82,92.55,36.68,27.67,6.48,60.0,13.15,16.43,20.65,2.05,2,1.58,3.0,0.8,28.72,0.93,41.97
25.06,175.66,128.67,43.28,17.17,6.88,60.0,11.52,17.78,22.93,1.59,1,3.0,3.0,0.83,15.88,1.19,66.21
25.27,152.44,64.58,42.74,26.89,9.94,60.0,13.97,15.54,20.76,3.06,1,0.28,2.47,0.79,8.26,0.69,52.51
22.97,153.42,78.72,30.57,31.48,4.74,60.0,17.21,19.7,14.62,2.41,1,3.0,3.0,0.81,27.1,1.02,40.19
19.12,127.5,83.57,28.8,23.91,7.28,60.0,11.61,12.58,24.68,3.15,1,3.0,1.17,0.99,2.08,0.5,37.58
20.63,122.38,50.0,27.58,28.77,6.93,60.0,17.45,15.6,19.92,4.04,0,3.0,3.0,1.02,2.07,0.39,12.11
25.75,148.23,129.39,48.3,24.3,7.93,60.0,17.25,14.87,15.1,2.45,0,2.75,3.0,0.99,21.19,1.02,74.81
23.45,186.84,93.21,42.56,28.27,8.5,60.0,15.24,13.88,16.38,2.48,0,3.0,3.0,0.99,59.51,0.87,57.66
22.55,198.91,111.31,38.68,22.63,9.89,60.0,12.95,15.75,10.94,2.85,2,3.0,1.8,0.99,9.38,0.82,65.55
23.66,158.19,72.04,43.81,19.17,11.28,60.0,20.02,20.22,25.0,3.16,2,0.0,1.39,0.77,42.79,0.83,51.74
21.89,180.82,50.0,31.85,22.24,6.2,60.0,15.41,16.71,19.46,2.53,1,3.0,3.0,0.8,41.83,1.02,36.17
24.6,216.56,101.5,27.1,21.16,8.72,60.0,22.0,20.4,17.6,1.97,0,3.0,0.73,0.81,29.94,0.38,75.92
25.15,132.31,119.66,31.27,22.08,10.13,60.0,24.98,16.16,24.17,1.63,1,3.0,1.11,0.82,12.23,0.44,45.21
25.11,168.5,105.29,33.9,23.2,6.55,60.0,16.68,15.8,7.26,3.15,0,3.0,1.54,0.82,30.53,1.5,56.91
21.85,172.81,107.37,21.31,10.66,7.13,60.0,13.8,14.98,14.86,2.44,0,3.0,1.07,0.81,5.14,0.83,68.8
27.96,212.39,114.49,21.74,12.31,7.67,60.0,16.69,17.08,25.0,2.66,0,3.0,2.2,0.98,0.0,0.75,76.35
27.16,170.29,67.33,40.83,17.11,8.99,60.0,15.99,18.69,23.58,2.1,1,3.0,3.0,0.81,24.21,0.43,35.54
23.77,176.79,104.31,50.0,33.23,5.35,60.0,16.08,19.38,21.86,2.06,1,3.0,3.0,0.77,4.75,1.26,58.62
21.58,179.65,73.68,37.95,24.33,7.34,60.0,18.45,15.14,19.88,3.05,1,3.0,3.0,0.81,6.15,0.9,39.54
20.68,96.17,81.78,26.21,19.85,5.78,60.0,13.51,10.0,18.58,2.54,0,3.0,2.33,0.79,52.76,0.72,10.69
23.92,157.65,99.54,30.53,22.11,10.58,60.0,14.93,16.88,22.36,2.59,1,1.91,1.51,1.02,4.97,1.11,53.98
25.1,147.17,61.81,43.38,25.15,7.93,60.0,10.44,18.08,16.89,1.96,1,3.0,0.23,0.8,7.91,0.4,36.63
24.34,172.44,112.14,28.44,16.35,8.68,60.0,19.92,17.87,17.05,1.47,1,3.0,2.17,0.78,36.24,0.85,65.85
22.74,180.32,101.53,36.1,19.41,9.11,60.0,16.91,13.91,19.55,4.04,1,3.0,3.0,0.8,53.48,1.06,61.93
27.43,148.09,71.76,25.98,22.29,7.04,60.0,13.23,11.2,21.82,2.1,1,2.48,2.96,0.81,9.12,1.0,43.87
18.47,118.21,94.66,26.56,23.97,5.16,60.0,13.06,16.79,11.31,1.85,0,0.81,3.0,0.98,33.45,0.58,32.75
26.2,171.19,76.01,28.78,30.65,6.94,60.0,14.13,22.71,18.36,2.97,1,1.96,0.93,0.99,23.24,0.91,59.16
25.92,175.51,74.31,18.77,26.95,9.82,60.0,13.36,12.78,17.8,2.51,0,3.0,3.0,0.8,11.82,0.36,33.57
27.3,185.78,78.85,50.0,26.2,6.24,60.0,15.67,13.91,11.69,2.49,0,3.0,3.0,0.8,6.04,0.93,60.33
28.96,191.63,70.52,32.04,29.6,7.13,60.0,15.67,13.55,13.47,1.42,0,3.0,1.82,0.98,23.87,0.8,52.27
20.71,92.38,99.96,21.29,20.94,6.99,60.0,15.73,14.23,16.24,2.97,0,2.54,1.73,0.81,45.16,0.71,43.83
23.69,180.44,50.0,34.08,30.09,11.46,60.0,13.06,20.8,17.15,1.95,0,3.0,3.0,0.96,19.0,0.49,25.07
22.76,137.74,59.27,50.0,28.22,7.44,60.0,16.36,14.26,17.19,1.99,1,3.0,3.0,0.79,23.94,0.99,36.18
23.99,157.34,50.0,18.98,33.97,6.18,60.0,18.18,17.3,14.77,2.43,0,3.0,1.29,1.23,15.75,1.0,39.33
20.22,141.05,79.01,40.01,14.44,5.03,60.0,17.55,19.25,25.0,2.68,1,3.0,3.0,0.81,8.75,1.08,23.29
24.66,168.72,105.07,20.48,14.65,5.14,60.0,16.53,18.21,17.37,2.29,2,3.0,3.0,1.18,50.12,1.14,59.21
19.47,122.34,72.49,21.56,24.31,7.69,60.0,10.57,13.23,23.68,2.14,2,2.24,1.08,0.81,43.59,0.88,29.02
21.05,151.99,86.84,43.36,21.98,10.04,60.0,19.08,18.4,17.22,2.12,1,3.0,3.0,0.99,27.07,1.11,39.27
24.14,187.46,50.0,33.53,28.44,10.58,60.0,12.37,20.36,16.37,2.44,0,0.68,3.0,1.16,55.7,0.77,37.68
20.2,140.91,90.81,23.53,22.61,6.91,60.0,12.96,17.33,11.8,3.86,2,3.0,2.02,0.78,8.84,0.65,31.22
24.4,193.49,50.0,35.48,40.08,7.75,60.0,15.83,17.51,25.0,2.01,0,2.85,0.0,0.83,46.47,0.4,49.85
24.09,133.07,103.59,21.03,30.56,8.76,60.0,15.26,15.32,19.31,4.03,0,3.0,2.68,0.78,39.32,1.15,45.73
19.55,131.2,99.02,38.08,26.34,5.71,60.0,13.1,13.92,19.02,2.1,0,3.0,0.0,0.73,14.24,0.74,23.01
22.09,160.56,117.2,39.84,24.01,7.56,60.0,19.61,14.01,23.1,2.62,2,3.0,3.0,1.17,11.34,1.51,50.92
26.15,167.03,101.0,49.72,25.66,11.59,60.0,15.57,10.0,18.73,2.55,1,3.0,1.71,0.97,40.15,0.71,54.53
21.66,157.64,112.6,27.73,17.66,8.68,60.0,15.7,17.67,13.98,2.46,0,2.24,0.31,0.96,48.17,1.5,61.68
24.31,161.78,83.29,48.99,21.76,9.85,60.0,14.57,14.03,16.43,2.28,1,3.0,2.62,1.03,36.32,1.09,45.01
20.83,132.18,61.03,46.54,28.92,7.86,60.0,16.54,14.62,17.21,1.99,2,3.0,2.94,0.81,39.93,0.69,32.03
24.67,169.86,90.38,34.21,30.73,8.6,60.0,13.36,15.25,25.0,1.66,0,2.94,1.35,0.79,29.16,1.02,56.94
24.74,154.42,78.97,42.11,32.85,10.72,60.0,16.33,17.13,9.98,2.9,0,1.96,3.0,0.75,15.96,0.75,41.74
23.3,184.52,81.61,34.68,15.41,9.51,60.0,21.91,19.74,16.49,2.45,1,3.0,1.82,0.81,21.88,0.2,52.85
24.22,148.1,91.68,21.05,17.49,6.65,60.0,11.74,17.07,21.14,4.06,2,3.0,3.0,0.82,2.16,1.03,52.23
24.75,143.83,82.95,31.29,25.94,9.38,60.0,17.78,16.09,16.44,2.97,0,3.0,3.0,1.0,27.44,1.35,36.85
24.12,129.68,94.19,37.93,13.29,5.34,60.0,14.67,13.25,23.69,2.32,1,3.0,3.0,0.78,57.63,1.09,43.35
26.89,199.0,86.2,50.0,19.67,7.64,60.0,16.21,18.98,18.43,2.01,0,3.0,0.0,0.82,19.42,1.02,66.95
20.12,127.29,63.1,50.0,20.33,3.89,60.0,20.5,15.24,19.77,2.04,1,3.0,3.0,0.97,3.25,1.3,21.81
21.18,130.62,78.5,19.31,27.15,10.33,60.0,15.42,10.0,25.0,2.72,2,3.0,3.0,0.98,43.46,1.09,28.71
27.8,196.59,99.62,40.35,26.55,7.94,60.0,16.75,14.86,13.58,2.91,0,1.72,3.0,0.98,27.63,1.12,73.36
21.72,160.39,104.92,33.06,27.68,11.12,60.0,14.26,13.08,22.98,2.62,0,3.0,1.02,0.93,31.45,0.51,53.92
29.62,253.44,63.72,34.0,38.05,8.25,60.0,12.88,13.42,19.5,2.54,0,3.0,2.76,0.81,53.14,0.42,78.91
25.8,207.48,57.34,17.86,18.89,6.68,60.0,14.91,11.91,24.54,2.16,0,2.83,3.0,1.22,23.68,0.45,50.45
22.75,168.44,106.63,24.6,18.7,7.72,60.0,14.19,15.6,10.43,2.34,0,3.0,3.0,0.98,5.39,1.17,52.0
26.5,155.11,77.36,50.0,28.49,5.76,60.0,17.65,21.07,23.67,2.09,1,3.0,3.0,0.78,11.64,1.13,36.2
24.9,174.93,67.53,32.03,30.51,10.18,60.0,22.43,18.65,20.18,2.87,1,3.0,0.61,0.79,5.59,0.89,43.13
30.04,228.3,83.92,34.58,17.22,9.54,60.0,11.74,15.01,14.63,2.93,0,2.13,3.0,0.77,25.48,1.38,73.35
26.18,189.64,83.92,43.59,22.72,11.94,60.0,11.93,12.57,17.26,3.0,2,3.0,2.37,0.78,27.9,0.52,61.1
20.28,200.19,104.76,33.43,24.47,13.04,60.0,14.82,14.87,16.53,1.47,0,2.03,3.0,0.79,55.91,0.94,54.08
20.7,213.66,92.81,28.28,34.02,8.92,60.0,14.23,12.7,24.68,1.63,0,3.0,3.0,0.82,3.57,0.92,62.45
25.91,177.77,86.82,24.07,26.47,10.75,60.0,14.52,17.16,23.94,1.92,2,3.0,3.0,1.02,42.32,0.48,44.06
26.56,107.51,58.61,30.35,33.5,7.83,60.0,11.28,17.08,14.78,1.42,1,0.75,3.0,0.75,39.4,0.76,27.51
22.46,151.81,91.97,42.78,25.9,7.67,60.0,14.56,10.0,24.61,2.68,1,3.0,1.86,0.79,32.88,0.98,51.72
23.47,154.3,103.63,25.67,24.74,8.89,60.0,17.2,10.0,16.19,2.5,0,1.69,3.0,0.83,45.73,0.88,46.44
22.62,171.71,99.51,32.45,28.89,9.46,60.0,16.93,24.63,21.8,2.53,0,0.3,1.57,0.98,56.83,1.25,59.91
21.75,124.6,80.26,45.91,22.91,9.04,60.0,16.62,15.62,25.0,4.29,2,3.0,3.0,0.98,49.65,0.7,22.45
26.57,190.75,108.81,33.1,16.2,12.16,60.0,13.02,11.6,16.0,1.48,1,3.0,3.0,0.78,48.81,0.63,50.95
19.46,128.99,94.5,20.76,25.51,6.38,60.0,11.25,13.11,10.98,1.92,0,2.52,3.0,0.84,0.0,1.02,25.36
25.53,187.89,79.32,40.35,32.93,10.33,60.0,16.18,18.15,19.75,2.53,0,3.0,3.0,1.02,33.64,0.26,54.69
24.64,185.62,52.12,50.0,27.4,6.95,60.0,15.0,19.3,18.78,2.5,0,3.0,3.0,1.01,33.41,0.74,31.57
19.78,165.13,70.85,27.42,18.86,4.0,60.0,13.33,14.74,16.88,2.48,2,3.0,1.74,1.04,25.54,0.81,32.53
17.79,146.78,80.74,35.57,21.33,4.73,60.0,17.47,11.11,9.6,1.85,1,2.21,2.41,0.79,48.25,0.61,24.14
18.9,166.62,85.75,22.64,16.08,6.82,60.0,11.31,12.71,18.7,2.53,0,3.0,3.0,0.8,0.0,0.64,28.66
23.46,128.83,92.34,47.08,19.99,7.8,60.0,10.5,12.74,18.92,3.03,0,3.0,3.0,0.99,37.33,0.31,32.69
22.04,190.08,51.02,31.75,16.1,8.48,60.0,20.53,18.46,21.71,3.07,2,3.0,3.0,1.0,24.91,0.77,41.18
20.14,133.24,94.16,50.0,24.0,7.97,60.0,18.6,11.91,24.51,4.19,1,3.0,3.0,0.79,30.62,0.91,28.14
21.59,136.22,83.37,27.7,20.12,9.84,60.0,10.0,13.79,23.68,2.12,0,3.0,1.67,0.78,26.61,0.63,31.37
27.02,179.78,96.93,50.0,21.67,4.17,60.0,11.14,19.91,13.05,2.87,0,3.0,1.21,0.78,60.52,1.11,53.05
24.52,170.0,95.1,37.69,28.71,8.6,60.0,18.38,12.31,20.44,3.07,0,2.73,3.0,0.81,32.48,0.72,53.15
26.05,163.51,85.86,29.22,27.15,10.19,60.0,17.74,14.28,19.95,2.55,1,3.0,2.75,0.78,36.02,0.78,55.29
21.04,159.88,99.74,42.47,30.04,9.04,60.0,11.52,11.12,7.49,2.8,1,3.0,3.0,1.02,28.89,1.08,42.44
19.83,143.56,72.24,50.0,32.73,5.66,60.0,15.84,17.77,17.21,1.97,0,3.0,3.0,1.21,37.46,0.63,38.03
21.93,155.91,114.45,34.91,19.77,8.51,60.0,16.67,14.5,6.65,2.77,1,3.0,1.94,0.81,26.9,0.96,52.33
26.54,119.22,59.13,32.69,33.64,7.15,60.0,11.11,17.86,12.68,1.62,1,0.0,3.0,0.83,45.52,0.83,23.7
25.11,186.43,93.98,20.19,9.25,6.39,60.0,14.76,16.09,14.24,2.92,1,3.0,3.0,1.16,47.04,1.24,52.52
24.41,182.48,89.48,23.75,25.2,7.55,60.0,16.06,17.64,15.98,2.45,1,0.93,3.0,1.04,52.39,0.91,49.93
17.02,115.7,77.19,27.54,38.07,9.85,60.0,23.57,19.15,25.0,2.24,2,3.0,3.0,1.25,34.29,0.52,11.13
28.21,220.35,103.73,36.5,24.12,5.94,60.0,17.74,17.15,18.64,3.0,2,0.0,3.0,0.98,22.3,1.12,76.84
23.15,123.98,61.07,36.4,29.16,8.55,60.0,19.81,13.35,16.54,1.99,0,2.35,3.0,0.99,27.23,0.96,27.99
25.78,184.51,111.8,35.76,21.32,8.28,60.0,19.82,13.06,25.0,3.28,1,1.85,0.82,0.8,38.86,0.94,72.97
28.18,160.19,90.12,49.81,33.26,6.89,60.0,16.98,19.05,21.0,3.05,0,2.7,3.0,0.77,35.69,0.63,60.53
24.62,192.78,91.67,35.91,24.34,7.79,60.0,16.53,13.78,19.2,3.04,0,3.0,2.71,0.99,6.97,0.72,63.08
25.14,199.49,75.66,50.0,22.67,4.79,60.0,15.92,17.92,25.0,3.2,0,0.93,3.0,1.15,6.73,0.78,52.53
29.75,221.33,109.56,33.01,22.93,6.26,60.0,17.75,16.31,18.11,3.0,2,0.0,3.0,1.0,15.9,1.05,80.47
22.16,137.29,109.36,19.29,20.38,9.74,60.0,17.55,14.6,16.67,3.16,1,3.0,3.0,1.0,27.13,0.46,44.58
25.39,119.76,58.94,39.86,22.31,8.1,60.0,14.38,16.1,22.91,2.1,0,3.0,2.76,1.17,56.72,0.98,25.99
24.84,143.56,58.04,39.98,27.19,10.7,60.0,15.96,19.51,25.0,3.19,1,3.0,3.0,0.81,45.86,0.81,27.63
28.03,156.25,87.29,39.72,23.61,7.47,60.0,12.65,16.06,11.67,2.37,1,3.0,3.0,0.81,20.47,0.89,50.33
22.65,146.11,60.9,39.6,24.96,8.14,60.0,19.12,15.02,16.56,2.26,1,3.0,3.0,1.22,41.72,0.96,33.24
24.74,203.01,106.93,36.76,28.34,8.75,60.0,12.27,11.17,14.35,4.01,0,3.0,3.0,0.79,32.96,1.38,58.45
20.05,114.94,84.78,19.86,24.59,7.81,60.0,10.0,21.6,19.8,2.0,0,3.0,3.0,1.01,7.48,0.65,22.87
21.35,148.65,100.61,35.45,23.65,9.18,60.0,14.17,10.0,12.01,1.91,0,3.0,0.67,0.78,41.61,1.35,35.02
24.57,135.7,88.22,50.0,16.9,6.57,60.0,22.52,13.34,22.16,3.11,2,3.0,2.64,1.02,39.58,0.95,32.45
19.59,166.47,111.63,32.56,27.75,11.3,60.0,14.34,12.21,11.42,1.38,1,3.0,3.0,1.0,55.35,0.81,49.02
27.94,191.21,92.8,40.5,18.86,7.45,60.0,14.28,10.12,13.31,1.93,2,3.0,3.0,0.79,9.02,0.59,55.21
24.18,176.19,50.0,35.58,30.01,7.91,60.0,18.54,12.34,12.66,1.92,1,3.0,3.0,0.85,39.42,1.38,34.35
27.21,150.09,65.38,20.67,24.63,10.83,60.0,13.69,16.72,20.01,3.04,0,2.05,3.0,0.78,17.52,0.53,40.34
21.72,174.51,83.4,31.04,15.66,9.39,60.0,13.48,12.91,5.91,1.26,1,3.0,0.2,0.8,40.82,0.79,48.41
20.88,111.25,80.03,31.59,24.49,7.48,60.0,18.17,13.22,10.38,2.36,0,3.0,3.0,0.98,20.32,0.86,26.65
25.23,205.1,70.73,36.76,28.58,11.4,60.0,17.5,13.25,16.94,2.99,0,3.0,0.0,1.18,31.98,0.96,48.21
25.81,183.88,50.0,37.13,25.58,7.4,60.0,12.95,17.03,22.78,1.64,0,3.0,0.03,0.81,19.33,0.63,43.07
20.66,160.12,86.44,19.75,24.2,12.27,60.0,16.53,14.34,21.26,2.58,1,3.0,3.0,1.22,34.41,1.18,35.36
21.11,192.94,116.35,50.0,19.96,7.62,60.0,15.4,12.5,18.69,3.03,0,3.0,3.0,1.0,21.34,0.6,58.43
27.68,204.97,88.02,20.06,29.51,9.41,60.0,19.59,14.93,22.81,2.84,0,1.35,3.0,1.22,50.69,1.13,80.96
21.21,158.49,85.67,33.78,28.24,10.94,60.0,13.22,17.79,6.47,1.75,1,1.56,1.4,1.26,32.48,0.67,52.27
18.75,122.69,103.53,28.31,24.65,5.63,60.0,13.49,17.56,11.7,1.91,0,0.96,3.0,0.95,27.67,0.78,31.07
26.17,190.01,71.48,34.58,19.33,8.88,60.0,15.53,12.02,20.92,2.58,0,1.52,3.0,0.79,4.18,1.04,50.57
23.16,201.05,74.02,29.96,19.14,5.58,60.0,15.97,17.72,13.03,2.89,1,3.0,3.0,0.83,5.52,0.7,57.55
27.99,212.6,104.72,33.95,27.48,9.02,60.0,17.48,17.56,15.59,2.94,0,3.0,3.0,1.0,0.0,0.45,71.17
27.39,179.17,80.17,28.71,25.3,6.04,60.0,18.65,13.38,20.98,4.08,2,3.0,3.0,1.04,53.51,0.72,50.64
24.93,178.35,60.85,41.72,29.7,8.59,60.0,21.56,14.22,5.77,1.76,0,3.0,0.77,0.82,30.28,0.71,40.31
25.7,201.46,82.06,37.86,30.87,9.87,60.0,16.08,18.71,18.23,1.49,1,3.0,2.87,0.81,40.71,0.57,48.04
27.29,208.3,111.31,46.53,30.63,9.11,60.0,20.68,17.68,20.38,2.04,0,0.0,3.0,0.81,35.99,0.87,69.58
23.98,183.51,50.0,33.02,31.13,8.77,60.0,18.06,12.45,11.53,1.89,1,3.0,3.0,0.83,41.87,1.27,37.75
28.12,198.02,76.89,44.55,28.15,6.25,60.0,16.05,18.79,19.41,4.01,0,3.0,0.53,0.98,55.27,0.61,67.4
26.02,159.35,76.36,41.04,22.34,8.6,60.0,11.71,13.76,25.0,1.69,0,3.0,3.0,0.77,0.19,0.87,42.47
25.5,233.21,65.95,41.34,25.3,6.68,60.0,14.65,19.89,16.82,2.95,1,3.0,3.0,1.0,39.22,1.39,48.31
23.92,195.4,101.73,27.75,22.71,6.55,60.0,10.0,15.68,18.22,3.02,0,0.82,3.0,0.78,2.83,1.16,63.14
27.0,164.57,75.34,18.64,26.1,7.74,60.0,16.33,18.41,17.68,2.79,2,3.0,2.62,0.83,42.23,0.93,30.7
