lot_id,api_pct,citrate_buffer_pct,citric_acid_pct,sweetener_pct,preservative_pct,water_ph,prev_lot_ph,mixing_temp_c,mixing_time_min,agitation_rpm,addition_order,final_ph,lot_approved
555,1.0,4.64,0.5,25.0,0.97,6.73,4.3,21.1,11.78,184.6,1,3.85,0
556,3.3,2.17,1.84,25.0,0.88,6.14,5.19,17.15,15.47,300.0,1,4.24,0
557,3.28,4.71,0.5,25.0,0.38,6.0,5.74,18.0,43.59,171.4,2,4.43,0
558,3.04,2.86,0.5,14.53,0.55,6.9,4.4,24.82,6.5,300.0,3,4.66,1
559,1.02,3.22,2.15,15.24,0.44,6.98,4.69,15.0,44.27,300.0,1,3.94,0
560,2.46,4.21,1.61,11.66,0.12,6.21,4.29,26.96,54.34,230.1,3,3.2,0
561,3.29,3.5,1.75,11.47,0.84,6.86,5.85,31.06,26.23,300.0,3,3.84,0
562,1.98,1.19,0.5,23.55,0.53,6.51,4.0,20.58,35.66,300.0,3,5.73,0
563,2.17,2.9,0.52,22.81,0.4,6.47,5.22,24.2,40.28,300.0,3,5.02,1
564,1.28,3.84,0.5,25.0,0.58,6.3,4.16,31.2,12.5,189.1,1,3.86,0
565,1.0,3.87,0.5,10.46,0.57,6.9,5.14,23.77,12.61,300.0,3,4.61,1
566,4.92,3.87,1.22,9.03,0.96,7.47,5.77,32.97,16.33,173.1,3,4.11,0
567,4.76,3.15,0.6,15.56,0.36,7.37,5.87,18.89,46.45,52.3,2,4.91,1
568,4.72,4.88,1.46,25.0,0.92,7.22,4.14,26.74,60.0,248.1,2,3.11,0
569,3.56,2.44,1.63,22.78,0.23,7.5,5.77,16.68,24.62,300.0,1,4.84,1
570,4.72,5.0,0.5,25.0,0.79,7.08,5.97,33.85,38.23,300.0,2,4.01,0
571,4.21,1.39,1.47,25.0,0.81,6.33,5.38,19.34,35.54,300.0,2,4.32,0
572,3.38,2.77,1.78,14.02,0.98,6.64,5.09,35.0,39.65,162.9,3,3.82,0
573,1.69,1.95,0.5,25.0,0.52,7.5,5.35,19.58,12.24,300.0,1,6.06,0
574,3.1,4.41,1.01,25.0,0.49,6.2,4.03,17.23,21.01,300.0,1,4.01,0
575,1.0,3.94,0.94,13.75,0.72,5.99,4.02,21.7,22.01,300.0,2,3.96,0
576,1.0,1.17,0.59,17.55,0.32,6.46,4.36,27.38,50.52,214.8,1,5.36,1
577,1.73,5.0,1.38,25.0,0.32,6.85,4.79,24.81,7.04,300.0,3,2.6,0
578,4.38,3.4,1.23,25.0,0.85,6.62,5.52,15.44,60.0,299.4,2,4.16,0
579,1.74,2.17,1.42,20.92,0.15,6.06,5.68,24.93,15.52,300.0,1,4.7,1
580,1.92,5.0,0.84,25.0,0.71,6.97,4.32,28.1,50.1,300.0,3,4.25,0
581,1.94,2.49,1.12,25.0,0.19,7.46,4.7,20.55,47.55,300.0,2,4.8,1
582,1.0,3.73,1.14,25.0,0.6,7.33,5.78,20.56,15.65,300.0,3,4.27,0
583,1.56,0.81,0.93,25.0,0.94,7.41,4.24,22.21,34.75,300.0,2,5.5,1
584,1.38,1.92,0.5,8.25,0.53,6.73,5.79,24.89,11.72,300.0,2,5.32,1
585,3.21,2.11,1.24,8.82,1.0,6.16,5.29,31.39,51.58,300.0,3,4.49,0
586,2.55,4.21,0.5,25.0,0.64,7.06,5.02,28.12,51.03,112.1,1,4.78,1
587,1.22,2.23,0.5,25.0,0.22,6.97,5.08,27.88,49.2,214.8,1,5.47,0
588,3.06,3.32,1.59,25.0,0.52,7.35,5.68,15.1,17.46,142.0,2,3.75,0
589,4.11,1.5,1.33,25.0,0.43,7.15,4.51,16.23,51.83,300.0,1,5.32,1
590,4.28,3.97,0.57,25.0,0.5,6.89,4.3,17.16,38.84,300.0,1,4.71,1
591,4.11,0.88,1.74,25.0,0.27,6.92,5.44,18.0,22.69,300.0,3,5.27,1
592,2.66,3.6,0.75,5.02,0.29,7.2,4.28,35.0,48.24,300.0,2,4.38,0
593,1.36,4.84,0.92,24.76,0.92,6.64,5.56,27.05,33.8,299.5,1,4.03,0
594,2.55,4.05,1.66,25.0,0.7,6.5,5.02,18.87,32.42,300.0,2,3.59,0
595,3.06,3.06,1.07,25.0,1.0,6.43,5.45,22.7,17.78,300.0,2,4.45,0
596,4.66,2.08,1.05,6.4,0.62,7.31,5.75,18.86,33.02,300.0,2,4.84,1
597,1.91,2.82,0.8,22.31,0.91,6.21,4.36,27.1,29.24,300.0,3,4.52,1
598,5.07,5.0,0.64,25.0,0.93,6.2,4.23,27.29,44.12,237.8,3,4.16,0
599,3.42,5.0,0.99,12.15,0.5,6.48,4.52,33.75,5.0,141.9,1,2.74,0
600,3.89,2.22,1.15,25.0,0.26,6.15,5.75,18.12,36.43,140.6,2,4.56,0
601,4.39,1.92,0.72,25.0,0.15,6.65,5.84,17.48,9.25,300.0,1,5.29,1
602,3.31,3.39,1.27,25.0,0.18,6.99,5.13,25.48,48.69,300.0,3,4.0,0
603,2.64,3.09,1.34,7.89,0.1,6.86,5.07,27.22,21.82,300.0,2,3.8,0
604,5.15,2.39,1.33,25.0,0.58,7.28,6.05,30.08,57.3,300.0,3,5.02,1
605,2.55,2.89,1.71,25.0,0.2,7.2,5.55,27.45,36.08,300.0,1,4.61,1
606,1.0,3.71,0.5,12.32,0.59,6.83,5.33,16.87,23.37,300.0,2,5.03,1
607,4.09,1.78,0.5,25.0,0.83,6.33,4.55,20.09,11.18,300.0,3,5.21,1
608,3.97,3.81,0.81,20.43,0.77,6.56,4.99,17.27,41.53,300.0,3,4.39,1
609,3.75,1.82,1.12,9.68,0.73,6.79,5.73,21.51,6.28,300.0,1,4.91,1
610,1.31,2.85,1.34,25.0,0.51,6.77,4.8,28.08,54.97,262.7,2,4.3,0
611,2.39,3.26,1.35,25.0,0.51,7.4,5.74,29.26,29.98,300.0,1,4.56,1
612,3.41,1.87,1.47,20.92,0.87,7.01,4.99,30.94,45.79,300.0,3,4.94,1
613,2.38,4.41,0.5,20.22,0.51,6.13,5.84,22.29,12.95,300.0,3,4.75,1
614,2.66,1.44,0.5,7.76,0.74,7.5,5.16,17.77,8.59,300.0,1,6.14,0
615,4.66,2.29,0.5,7.99,0.55,6.57,4.89,21.33,51.38,170.0,3,5.34,1
616,3.19,1.9,0.75,24.13,1.0,6.26,5.92,29.37,34.96,300.0,3,5.01,1
617,2.79,4.61,1.41,5.06,0.68,6.94,5.22,24.43,55.26,300.0,1,3.98,0
618,4.49,4.44,1.86,17.8,0.82,6.47,4.33,31.86,52.01,300.0,3,3.34,0
619,3.46,4.46,0.5,20.6,0.57,6.72,4.65,15.0,36.61,300.0,1,5.2,1
620,5.06,4.15,1.71,23.64,0.57,6.11,5.04,27.5,48.65,101.7,1,3.79,0
621,1.0,2.79,0.5,8.01,0.82,7.29,5.65,29.43,45.72,300.0,3,5.34,1
622,1.73,2.25,0.8,19.4,0.78,6.34,4.18,26.02,50.86,300.0,3,5.12,1
623,2.25,1.78,0.5,12.44,0.58,7.02,4.06,28.34,16.23,300.0,3,4.9,1
624,2.93,2.46,0.5,25.0,0.35,6.21,4.81,15.27,32.83,255.1,3,4.97,1
625,4.62,2.02,0.5,9.3,1.0,6.27,5.57,24.89,7.89,300.0,2,4.97,1
626,1.0,4.31,0.5,17.69,0.58,6.73,5.23,17.56,48.63,291.6,3,4.61,1
627,4.11,3.04,1.8,25.0,0.43,6.2,5.14,27.51,30.49,300.0,2,3.55,0
628,2.3,3.77,1.77,25.0,0.4,7.18,4.68,25.56,19.09,300.0,2,3.66,0
629,1.91,4.34,0.5,9.25,0.71,6.06,6.07,24.94,59.14,66.7,1,5.03,1
630,4.14,2.14,0.5,9.8,0.97,7.31,5.03,33.05,54.36,300.0,1,5.85,0
631,1.66,3.11,0.78,13.48,0.4,6.22,5.4,29.69,20.64,300.0,1,4.31,0
632,4.68,3.9,1.24,25.0,0.73,6.85,5.65,32.81,9.9,300.0,1,3.78,0
633,1.5,3.28,1.76,15.93,0.36,7.04,4.84,21.81,21.75,300.0,1,3.33,0
634,3.63,1.13,0.53,23.08,0.76,6.2,3.99,34.22,43.04,222.2,1,5.04,1
635,1.68,2.39,1.43,25.0,0.92,6.23,4.15,30.95,13.36,300.0,1,3.72,0
636,3.24,0.97,1.61,25.0,0.94,7.42,5.44,15.16,45.05,300.0,1,5.38,1
637,3.73,1.41,0.63,25.0,0.31,6.96,5.64,29.0,47.6,300.0,2,5.38,0
638,1.0,0.89,0.5,9.28,0.62,7.1,4.43,26.5,24.97,137.5,1,5.23,1
639,4.68,5.0,0.73,25.0,0.77,6.39,4.14,30.85,32.75,221.6,3,4.19,0
640,4.64,2.05,0.5,25.0,0.64,6.26,4.62,31.2,43.94,300.0,3,5.06,1
641,2.68,2.38,1.14,25.0,0.68,6.63,5.09,23.38,21.96,300.0,3,4.24,0
642,1.87,2.84,1.19,25.0,0.75,6.37,4.96,32.94,41.94,231.4,2,3.94,0
643,2.48,4.48,1.26,13.77,0.52,6.44,4.77,32.26,7.9,300.0,3,3.33,0
644,2.36,4.09,1.48,25.0,0.2,6.22,5.17,33.85,51.55,300.0,1,3.65,0
645,1.0,3.0,1.08,25.0,0.34,6.27,5.54,24.01,16.46,300.0,1,4.71,1
646,3.03,1.31,0.84,25.0,0.77,7.29,5.89,20.57,52.06,300.0,3,5.95,0
647,1.4,2.3,1.63,25.0,0.96,6.6,4.96,28.72,39.21,300.0,1,4.28,0
648,1.44,4.7,1.15,14.39,0.15,7.11,4.21,35.0,18.78,300.0,2,3.44,0
649,3.02,3.96,0.5,13.71,0.23,6.15,4.99,33.54,28.58,300.0,2,4.52,1
650,3.78,1.87,1.8,25.0,0.5,7.05,5.33,18.68,6.92,300.0,3,4.44,0
651,4.88,2.72,0.92,25.0,0.47,6.73,4.95,25.3,41.45,300.0,1,4.83,1
652,1.05,2.28,0.84,12.34,0.29,6.66,4.12,18.28,57.15,113.7,3,4.72,1
653,3.84,1.92,0.68,18.09,0.33,7.08,5.01,24.56,50.67,143.9,1,5.5,0
654,1.7,3.7,1.42,25.0,0.43,6.02,3.97,21.46,11.8,300.0,2,2.99,0
655,4.66,4.12,0.5,7.1,0.22,6.87,4.13,27.87,48.37,300.0,2,4.48,0
656,2.05,2.46,0.57,25.0,0.2,6.81,4.24,29.67,38.83,300.0,2,4.93,1
657,4.3,1.59,1.78,13.48,0.35,6.57,4.18,19.69,37.17,238.0,2,3.9,0
658,2.34,1.91,1.54,7.21,0.18,6.19,5.02,17.18,36.83,300.0,1,4.39,0
659,1.0,2.07,1.77,25.0,0.43,6.68,6.0,31.96,40.81,169.2,2,3.95,0
660,3.05,1.72,0.51,25.0,0.33,7.19,5.53,27.94,14.11,300.0,3,5.43,1
661,5.01,2.45,0.71,25.0,0.74,6.39,4.92,25.21,51.1,300.0,2,4.83,1
662,1.0,4.23,0.67,7.61,0.32,6.32,5.27,27.83,39.5,300.0,3,4.53,1
663,1.0,3.78,1.88,25.0,0.5,6.97,4.74,34.31,14.05,300.0,3,3.13,0
664,3.04,3.03,1.36,25.0,0.69,6.36,5.51,19.02,40.01,300.0,2,4.36,0
665,4.92,1.61,0.5,21.8,0.95,6.21,4.44,24.98,36.37,300.0,2,5.38,1
666,1.55,2.96,1.07,25.0,0.64,7.43,5.66,31.57,30.86,300.0,1,4.67,1
667,4.38,2.74,1.03,12.45,0.25,6.15,5.04,32.32,37.24,300.0,1,4.6,1
668,2.35,1.26,1.49,25.0,0.81,6.49,5.31,25.16,58.35,300.0,1,4.97,1
669,4.22,4.6,1.16,20.85,0.44,6.7,5.56,18.44,30.34,284.2,2,3.69,0
670,3.6,2.44,0.64,25.0,0.84,6.7,5.39,17.37,29.66,300.0,2,4.85,1
671,4.05,2.83,0.5,25.0,0.57,6.05,3.91,30.63,22.62,300.0,2,4.57,1
672,1.0,2.36,1.61,6.53,0.65,6.17,5.52,17.27,22.18,300.0,1,4.59,0
673,3.67,3.94,0.86,18.19,0.6,6.24,4.46,17.84,56.89,215.4,1,4.38,0
674,3.12,4.97,0.5,25.0,0.98,6.41,5.3,23.07,21.78,300.0,3,4.58,1
675,2.8,1.56,0.5,25.0,0.38,6.59,5.78,28.71,30.48,214.9,2,5.85,0
676,4.2,1.41,0.9,15.96,0.57,6.5,4.35,29.93,15.89,300.0,2,4.0,0
677,1.0,3.09,1.2,21.61,0.72,7.27,5.73,31.89,60.0,300.0,3,4.52,1
678,1.98,3.39,0.99,25.0,0.65,7.43,5.12,21.28,18.62,209.6,1,4.0,0
679,1.0,4.07,0.5,23.36,0.69,7.36,5.42,17.53,8.51,300.0,2,4.4,1
680,1.84,1.36,1.17,21.67,0.79,6.8,5.15,15.7,46.22,300.0,2,4.72,1
681,4.9,2.32,0.69,9.74,0.14,6.61,5.31,32.46,12.77,300.0,2,5.08,1
682,1.0,4.9,0.63,12.78,0.28,6.74,4.78,34.18,54.74,300.0,1,4.26,0
683,1.59,1.73,1.39,12.07,0.25,6.69,4.9,33.03,27.66,300.0,1,4.65,1
684,1.54,3.17,0.5,25.0,0.48,6.86,4.09,19.15,52.21,300.0,3,4.95,1
685,4.21,4.46,0.57,25.0,0.18,6.53,5.49,24.28,49.81,300.0,2,4.42,0
686,1.0,3.88,0.61,25.0,0.9,7.25,4.15,30.97,56.71,300.0,3,4.65,1
687,3.5,3.53,0.59,22.86,0.67,6.86,4.77,30.31,12.06,300.0,1,4.18,0
688,2.08,2.82,0.63,23.95,0.47,6.91,5.75,23.05,24.11,300.0,1,5.18,1
689,4.15,3.81,1.45,11.54,0.38,7.32,5.68,21.39,31.13,300.0,3,4.26,0
690,1.71,3.11,0.5,12.94,0.55,7.37,5.29,34.03,13.51,300.0,3,5.28,1
691,3.43,2.69,0.5,10.47,0.67,6.58,4.04,24.29,52.49,300.0,3,5.13,1
692,1.0,1.87,0.5,24.85,0.6,6.38,4.65,15.58,33.99,300.0,1,5.62,0
693,5.32,2.37,1.72,20.04,0.81,6.57,4.03,15.54,48.12,284.8,1,4.03,0
694,1.0,2.99,0.5,25.0,0.84,6.6,4.93,26.8,39.65,300.0,3,5.0,1
695,4.55,3.71,0.54,6.98,0.47,6.65,4.13,29.98,26.92,300.0,3,4.59,1
696,1.71,2.9,0.9,25.0,0.3,6.96,4.55,17.42,48.64,229.5,1,4.84,1
697,3.97,1.72,1.18,15.53,0.61,7.41,4.88,32.97,19.46,300.0,2,4.46,0
698,1.0,1.65,0.5,11.9,0.49,6.12,6.01,33.18,32.39,300.0,3,5.37,1
699,4.15,3.28,0.5,25.0,0.17,6.34,4.28,35.0,49.79,98.5,2,4.35,1
700,3.18,1.89,0.5,15.52,0.96,6.57,5.62,25.42,18.09,300.0,2,5.32,1
701,3.68,2.45,0.5,11.89,0.53,6.67,4.87,19.38,25.83,300.0,1,5.47,1
702,1.16,1.1,1.57,9.35,0.91,6.1,4.72,31.62,28.61,300.0,2,4.36,0
703,5.08,4.76,1.8,19.54,0.79,6.35,4.28,33.27,55.63,300.0,3,3.39,0
704,3.39,3.23,0.5,6.74,0.86,6.46,4.56,15.0,26.61,300.0,1,4.67,1
705,2.04,3.42,1.26,25.0,0.12,7.2,5.25,16.8,15.02,300.0,2,3.92,0
706,4.11,4.69,0.5,25.0,1.0,6.15,5.91,15.22,29.96,300.0,1,4.96,1
707,4.88,3.16,0.82,25.0,0.5,6.54,4.81,26.7,35.13,300.0,1,4.79,1
708,2.7,4.97,0.69,5.0,0.54,5.94,4.91,24.34,56.27,300.0,3,4.44,0
709,3.26,5.0,0.5,25.0,0.37,6.47,5.46,23.27,45.48,300.0,3,4.62,1
710,3.42,4.85,0.78,25.0,0.4,6.28,4.19,19.26,21.47,300.0,1,3.93,0
711,2.24,1.63,0.92,17.69,0.5,6.43,4.89,34.38,57.65,300.0,2,4.77,1
712,2.01,3.69,0.9,25.0,0.72,6.7,5.39,24.69,40.93,50.0,3,4.38,0
713,2.47,4.21,0.68,25.0,0.63,6.61,5.13,27.23,5.0,300.0,3,3.95,0
714,3.16,4.33,1.31,10.91,0.37,7.18,5.78,29.13,16.44,300.0,3,3.76,0
715,3.44,3.45,0.5,25.0,0.51,7.5,5.2,20.22,31.8,300.0,1,4.84,1
716,3.82,2.25,0.63,25.0,0.89,6.6,5.21,21.05,26.36,300.0,2,4.84,1
717,1.65,4.72,0.5,25.0,0.49,6.45,4.58,19.95,54.99,300.0,3,4.91,1
718,1.0,4.04,1.09,9.17,0.82,7.38,4.6,16.53,56.23,300.0,2,4.12,0
719,1.03,4.76,2.07,19.03,0.47,6.93,4.65,26.45,34.17,300.0,2,2.84,0
720,4.06,4.51,1.92,17.06,0.22,6.4,5.49,24.51,13.51,76.7,1,3.45,0
721,2.53,2.57,1.51,21.7,0.83,7.33,5.36,32.65,18.44,300.0,1,3.93,0
722,1.0,3.97,1.52,25.0,0.51,6.28,5.13,21.32,24.24,291.4,3,3.54,0
723,2.37,3.32,0.5,23.68,0.85,6.25,5.21,30.76,24.42,300.0,3,5.04,1
724,2.72,3.37,1.35,25.0,0.88,6.92,5.46,18.52,55.93,207.2,3,4.11,0
725,2.27,1.08,1.13,25.0,0.67,6.32,5.57,24.69,15.05,177.8,1,4.6,0
726,2.69,2.96,1.64,23.56,0.3,7.16,5.99,27.18,29.15,300.0,3,4.53,1
727,4.75,4.91,0.5,25.0,0.64,6.6,5.66,27.15,12.52,157.4,2,4.2,0
728,2.2,3.98,1.19,18.75,0.47,7.11,4.71,17.92,36.26,300.0,1,4.23,0
729,1.26,4.41,0.76,25.0,0.9,6.91,5.83,22.35,51.38,300.0,3,4.42,0
730,1.04,4.65,1.71,25.0,0.12,6.96,4.5,23.77,25.6,300.0,3,3.35,0
731,4.63,2.31,0.88,20.93,0.42,6.75,4.93,31.05,9.25,300.0,1,4.88,1
732,1.93,5.0,0.5,18.44,0.81,7.44,4.48,15.0,35.36,206.9,3,4.0,0
733,1.0,3.11,0.5,25.0,0.84,7.43,5.25,33.86,17.46,300.0,2,5.12,1
734,2.94,2.64,0.87,23.04,0.64,7.49,5.93,22.54,51.0,300.0,3,5.63,0
735,3.18,2.67,0.5,25.0,0.73,6.55,5.03,21.09,41.66,141.4,3,5.18,1
736,3.63,4.25,1.33,18.07,0.21,7.36,4.74,25.66,8.76,300.0,3,3.54,0
737,3.95,2.82,0.5,19.24,0.58,5.96,5.33,25.28,50.1,158.4,3,4.94,1
738,1.32,2.4,1.77,12.02,0.22,6.77,5.45,24.55,24.86,246.8,2,3.73,0
739,4.17,4.45,1.91,25.0,0.63,6.9,5.71,20.51,19.55,300.0,3,3.26,0
740,1.0,3.81,0.5,25.0,0.65,6.92,4.56,26.43,44.59,300.0,1,4.87,1
741,2.3,2.34,0.5,5.0,0.93,6.66,5.11,28.25,31.98,300.0,1,5.59,0
742,1.0,1.11,0.82,25.0,0.51,6.9,5.51,30.24,53.46,119.8,2,5.13,1
743,1.07,3.34,1.2,12.36,0.3,6.37,4.69,31.7,31.03,300.0,1,3.87,0
744,2.15,1.63,0.84,25.0,0.23,7.12,4.05,30.18,31.02,169.6,1,4.56,1
745,1.24,1.74,1.15,25.0,0.27,6.59,4.77,30.68,33.88,189.3,1,4.26,0
746,1.0,4.29,0.5,25.0,0.02,6.63,4.4,21.29,36.68,300.0,3,4.4,0
747,2.09,2.54,0.76,25.0,0.16,7.34,4.31,15.04,45.07,300.0,3,5.38,1
748,2.91,2.21,2.05,25.0,0.1,6.2,4.46,26.42,18.18,300.0,3,3.53,0
749,2.17,3.19,0.5,22.72,0.58,6.84,5.4,19.67,33.19,111.5,3,4.86,1
750,1.0,2.59,1.6,9.69,0.87,7.23,4.63,22.05,25.6,300.0,3,4.48,0
751,3.92,3.25,1.76,25.0,0.76,7.17,5.9,24.98,6.02,300.0,3,3.65,0
752,3.9,2.56,0.5,18.96,0.54,6.65,5.01,20.23,24.74,300.0,1,5.46,1
753,1.46,3.53,1.54,20.13,0.81,6.36,5.83,20.91,20.78,300.0,1,4.27,0
754,3.06,2.9,0.88,12.4,0.17,7.19,5.9,29.18,24.56,300.0,3,4.52,0
755,1.0,1.32,0.75,25.0,0.28,7.48,4.78,23.38,19.67,300.0,2,5.43,1
756,1.0,3.66,0.5,10.88,0.26,6.6,5.33,24.62,23.95,204.6,1,5.0,1
757,3.02,5.0,1.72,25.0,0.34,7.02,5.05,24.27,55.09,300.0,3,3.28,0
758,4.42,1.08,0.5,24.59,0.87,6.13,5.0,16.25,58.71,300.0,2,5.1,1
759,4.35,2.75,1.56,25.0,0.64,7.48,5.57,18.99,23.0,300.0,2,4.14,0
760,3.69,1.58,1.36,25.0,0.52,7.14,5.38,34.32,56.87,300.0,1,5.01,1
761,2.96,3.21,1.79,5.58,0.4,6.16,4.96,23.35,51.01,300.0,2,3.72,0
762,4.66,1.87,1.72,25.0,0.35,6.06,5.04,18.27,27.78,300.0,1,4.33,0
763,4.77,1.5,0.51,14.73,0.1,6.24,5.89,32.19,45.68,300.0,3,5.29,1
764,2.4,4.91,1.41,22.46,0.44,6.57,4.0,16.53,23.15,300.0,2,3.17,0
765,5.19,4.15,0.5,13.55,0.91,6.19,4.32,34.6,38.71,300.0,3,4.86,1
766,1.85,2.16,0.5,25.0,0.68,6.69,5.75,34.24,38.79,102.7,2,5.1,1
767,3.57,3.81,0.5,8.3,0.76,6.96,4.2,18.97,5.0,238.6,2,2.95,0
768,1.0,2.98,1.57,25.0,0.33,6.85,4.85,27.39,58.23,300.0,1,4.17,0
769,3.66,1.7,0.79,25.0,0.47,6.48,4.69,22.24,45.31,300.0,2,4.81,1
770,2.78,4.65,1.23,25.0,0.91,7.5,5.91,34.45,53.05,199.8,2,3.33,0
771,2.55,1.9,1.21,25.0,0.51,6.73,4.25,32.64,57.83,300.0,2,4.37,0
772,4.84,3.1,1.73,8.97,0.5,6.6,4.56,25.23,53.93,217.1,3,4.05,0
773,1.0,3.18,1.21,11.47,0.87,6.44,4.56,23.7,28.59,300.0,3,4.42,0
774,2.4,3.07,1.16,25.0,0.2,6.63,5.94,25.5,42.8,300.0,3,4.6,1
775,3.7,2.81,1.97,7.02,0.4,6.88,5.91,28.8,17.4,300.0,2,3.85,0
776,1.0,2.07,1.0,21.96,0.88,6.53,4.57,21.81,33.97,300.0,2,4.49,0
777,4.42,1.15,1.24,25.0,0.49,7.15,5.13,25.63,24.96,144.0,1,4.99,1
778,3.07,1.34,1.81,25.0,0.94,6.53,5.86,20.3,47.35,300.0,1,4.86,1
779,1.41,2.59,1.57,10.27,0.3,6.67,5.14,24.66,25.46,257.9,2,3.77,0
780,2.4,1.97,1.6,22.68,0.23,6.35,5.18,15.51,16.45,300.0,1,4.6,1
781,4.67,1.52,0.5,25.0,0.76,6.41,5.76,32.99,41.96,300.0,3,5.57,0
782,1.15,1.21,1.83,15.19,0.83,7.1,6.08,19.27,21.59,300.0,2,4.61,1
783,3.32,1.48,1.78,25.0,0.22,6.7,5.37,35.0,16.59,300.0,1,4.15,0
784,3.44,1.05,1.61,25.0,0.5,7.18,4.79,24.19,23.07,257.9,3,4.58,1
785,4.38,2.56,0.99,25.0,0.75,6.81,4.44,31.42,41.82,83.7,3,3.99,0
786,2.77,1.76,1.95,25.0,0.26,6.09,4.66,27.42,24.41,300.0,2,3.75,0
787,3.67,1.66,1.06,7.74,0.71,6.53,5.78,23.14,12.96,300.0,1,4.88,1
788,2.32,2.93,0.96,24.28,0.97,6.28,4.29,23.88,23.54,300.0,3,4.58,1
789,1.51,2.23,1.65,15.05,0.76,6.84,5.67,29.95,20.79,126.1,3,3.92,0
790,2.94,1.45,0.64,25.0,0.41,7.17,4.01,30.19,48.58,300.0,3,5.6,0
791,4.0,4.81,1.89,20.35,0.68,7.01,4.55,31.11,36.86,300.0,3,3.05,0
792,4.94,4.56,1.66,25.0,0.49,6.42,4.4,35.0,16.66,300.0,2,2.99,0
793,1.0,4.92,0.5,24.77,0.89,6.82,4.12,18.93,34.53,295.6,3,4.41,0
794,4.5,1.96,1.86,25.0,0.98,6.5,4.82,17.89,22.52,300.0,2,3.83,0
795,1.11,5.0,0.5,25.0,0.4,6.6,6.01,27.41,27.88,300.0,2,4.52,0
796,3.13,0.93,0.69,23.76,0.62,6.58,4.21,24.07,45.15,300.0,1,5.27,1
797,1.0,1.25,0.5,8.31,0.22,6.83,4.96,30.49,27.33,248.8,3,5.45,1
798,4.88,4.66,1.3,24.16,0.53,6.89,4.3,25.19,41.84,300.0,2,3.35,0
799,4.79,2.95,0.5,25.0,0.48,7.28,4.09,34.62,24.98,258.8,1,4.75,1
800,1.75,4.24,0.5,12.44,0.27,6.66,5.27,19.04,18.44,152.8,2,4.06,0
801,3.72,3.66,1.12,25.0,1.0,6.54,4.88,31.73,39.83,300.0,3,4.07,0
802,2.04,4.73,0.69,25.0,0.59,6.14,5.36,33.5,6.86,300.0,3,4.04,0
803,4.38,3.31,1.2,25.0,0.06,6.67,4.15,31.72,50.31,219.0,2,4.34,0
804,4.31,4.02,0.5,25.0,0.17,6.15,4.3,20.75,15.24,108.0,3,4.32,0
805,3.67,3.86,1.64,17.0,0.76,7.37,5.79,31.29,22.0,300.0,1,3.9,0
806,1.57,2.22,1.13,25.0,0.54,7.24,5.71,15.0,22.8,300.0,2,4.84,1
807,4.11,4.59,0.8,9.43,0.61,6.51,4.5,24.14,9.16,300.0,1,4.02,0
808,3.56,1.08,1.28,25.0,0.23,7.41,5.64,19.67,5.35,300.0,1,5.21,1
809,2.51,3.24,1.5,16.6,0.89,6.1,4.65,29.71,45.5,300.0,1,4.18,0
810,1.0,3.74,1.39,11.44,0.11,6.24,5.43,26.47,23.8,300.0,1,4.11,0
811,1.78,3.43,1.47,25.0,0.19,6.8,4.4,19.26,46.46,138.7,2,3.77,0
812,1.0,4.04,0.5,11.46,0.55,7.29,5.51,19.88,59.32,300.0,3,4.76,1
813,1.8,2.48,1.5,25.0,0.62,6.37,4.14,29.74,53.77,220.7,1,4.18,0
814,1.09,3.77,1.06,25.0,0.58,7.5,5.74,21.52,12.64,300.0,3,4.2,0
815,2.37,1.84,0.97,25.0,0.47,7.0,5.98,30.06,14.39,300.0,3,4.9,1
816,1.18,0.89,1.73,25.0,0.59,7.27,5.74,16.05,13.59,300.0,1,5.03,1
817,1.39,2.91,1.5,17.49,0.23,7.21,4.4,35.0,15.22,300.0,1,3.91,0
818,1.72,4.15,1.3,13.52,0.27,6.69,4.96,17.42,60.0,300.0,3,4.15,0
819,3.3,2.56,1.34,6.47,0.96,7.17,5.51,23.55,20.8,300.0,1,4.4,0
820,2.29,2.29,0.5,25.0,0.35,6.87,5.7,30.9,5.0,300.0,2,5.2,1
821,3.77,3.09,1.22,25.0,0.17,6.71,4.21,32.58,54.62,85.2,2,4.28,0
822,2.52,4.17,0.5,17.36,0.58,6.85,4.7,31.52,54.23,131.8,2,4.42,0
823,1.29,2.0,1.96,15.99,0.49,7.41,6.06,35.0,19.82,300.0,3,4.23,0
824,1.27,3.46,1.71,25.0,0.72,7.33,5.26,19.03,8.44,300.0,1,3.78,0
825,1.11,4.51,0.5,25.0,0.22,7.21,4.18,35.0,55.09,300.0,3,4.47,0
826,1.0,1.95,0.7,11.01,0.38,6.42,4.13,28.88,21.31,300.0,2,4.49,0
827,3.58,3.9,1.24,25.0,0.67,6.6,5.48,17.69,58.78,218.8,2,4.12,0
828,1.74,4.63,0.5,25.0,0.98,7.01,4.25,20.76,46.21,300.0,3,4.44,0
829,4.3,4.69,0.5,7.24,0.99,6.04,3.94,21.45,52.08,300.0,1,4.51,0
830,1.0,4.44,0.58,25.0,0.67,6.7,5.71,19.24,54.32,120.6,1,4.91,1
831,2.89,4.01,1.96,10.13,0.88,6.34,4.42,32.94,58.97,215.8,2,2.92,0
832,3.07,3.12,0.5,19.85,0.27,7.01,4.73,16.83,54.02,171.6,2,5.2,1
