vibration_rms_mm_s,vibration_hf_g,bearing_temp_c,motor_current_a,voltage_v,power_factor_pct,speed_rpm,lube_flow_l_min,lube_pressure_bar,internal_humidity_pct,op_status
5.286,1.087,80.021,22.615,453.396,90.964,1466.052,41.472,3.52,21.47,Alert
2.067,0.365,60.939,15.328,462.595,94.111,1495.865,32.77,3.615,31.188,Normal
1.271,0.412,63.315,18.138,462.358,94.81,1513.696,32.218,3.696,26.407,Normal
2.17,0.467,67.304,18.476,462.616,93.098,1491.804,30.877,3.639,21.624,Normal
1.412,0.339,62.982,14.195,456.737,92.79,1470.335,32.416,3.11,35.16,Normal
3.883,1.54,79.143,26.413,459.076,92.393,1494.528,27.52,2.681,38.002,Alert
0.932,0.271,70.903,17.183,457.439,97.255,1456.508,32.291,3.727,23.508,Normal
2.541,0.563,64.637,18.242,452.004,94.544,1434.976,32.788,3.705,27.183,Normal
2.349,0.5,67.38,17.59,461.012,92.158,1464.753,35.587,4.283,29.186,Normal
2.996,0.407,60.303,18.116,448.373,94.827,1549.046,30.162,2.853,18.141,Normal
1.537,0.177,59.28,12.627,459.451,94.88,1562.35,34.811,4.168,15.752,Normal
1.437,0.414,64.616,17.865,451.893,96.47,1493.709,36.986,3.335,26.506,Normal
1.792,0.411,67.609,11.685,455.879,96.232,1484.655,32.315,3.405,16.377,Normal
1.88,0.287,59.448,17.855,466.579,96.168,1476.247,32.454,3.281,29.493,Normal
4.094,1.077,74.25,22.641,458.621,89.973,1559.558,26.297,3.187,26.721,Alert
5.781,2.007,85.776,25.28,461.63,86.084,1432.846,18.949,2.941,26.631,Critical
1.141,0.508,62.823,18.863,451.689,94.123,1526.571,34.301,4.109,24.438,Normal
1.508,0.32,67.372,15.128,465.267,95.218,1514.401,32.943,3.498,23.387,Normal
1.886,0.367,61.713,16.499,466.175,95.55,1453.916,33.892,4.071,26.094,Normal
2.374,0.238,68.218,15.553,461.64,94.903,1519.643,31.093,3.793,25.131,Normal
0.769,0.061,69.478,17.436,462.51,93.104,1535.182,38.021,3.735,22.57,Normal
1.798,0.204,68.306,15.535,454.931,96.709,1422.039,30.561,3.59,26.162,Normal
3.353,0.915,75.829,15.643,460.86,94.657,1514.144,26.633,2.461,28.261,Alert
3.252,1.058,81.368,26.643,464.238,89.099,1571.318,31.434,3.713,26.307,Alert
7.055,1.881,97.043,32.574,444.577,86.405,1426.912,20.117,2.675,27.362,Critical
2.253,0.502,65.434,15.72,464.312,94.987,1496.971,32.804,3.476,25.313,Normal
2.882,0.577,64.769,14.782,458.056,91.449,1474.37,34.542,3.868,22.019,Normal
3.518,1.03,74.323,16.554,455.46,90.191,1460.122,25.874,2.656,28.58,Alert
4.056,1.303,84.847,20.422,468.282,91.67,1496.433,35.3,2.861,28.506,Alert
1.655,0.227,71.519,16.015,453.317,98.521,1515.352,36.084,3.726,22.315,Normal
2.45,0.503,64.05,20.513,460.925,95.073,1461.659,34.986,3.529,27.733,Normal
4.8,1.087,70.838,21.748,463.651,90.997,1455.716,25.827,3.006,23.255,Alert
2.551,0.341,66.906,18.096,464.091,96.957,1501.602,28.317,3.811,31.831,Normal
1.776,0.146,70.564,18.246,458.048,95.841,1460.531,39.162,4.184,23.171,Normal
1.247,0.235,62.138,17.495,469.048,93.087,1495.235,38.882,4.528,23.455,Normal
3.352,0.962,84.773,22.799,456.567,90.486,1475.075,21.502,2.789,22.458,Alert
4.159,1.001,89.651,26.284,454.101,91.698,1500.619,27.651,3.254,31.057,Alert
2.692,0.418,65.214,22.569,461.515,95.796,1495.194,34.648,3.209,30.884,Normal
3.24,0.762,79.231,23.341,460.076,93.841,1464.407,32.36,2.927,38.925,Alert
2.96,1.332,74.23,20.79,460.885,90.629,1457.278,30.993,3.641,31.827,Alert
2.358,0.277,65.845,17.465,463.668,97.173,1501.903,28.466,4.089,32.208,Normal
2.501,0.418,67.017,15.214,466.443,97.771,1417.57,32.048,3.873,28.63,Normal
2.018,0.333,68.44,17.474,456.006,96.838,1472.646,37.767,4.273,11.722,Normal
2.152,0.446,63.286,19.551,456.263,91.721,1481.227,32.637,4.674,28.979,Normal
2.366,0.501,62.718,15.756,457.286,90.921,1487.194,29.443,3.584,29.609,Normal
1.703,0.387,64.732,18.129,460.243,91.946,1478.179,37.555,3.906,29.532,Normal
2.833,0.408,62.799,17.225,454.995,97.724,1408.317,33.203,3.897,22.538,Normal
1.236,0.347,61.103,14.092,453.727,97.481,1475.729,30.138,3.556,18.231,Normal
1.779,0.166,74.463,17.943,463.937,95.595,1461.35,31.948,3.928,30.739,Normal
1.762,0.161,51.915,20.399,456.19,94.843,1449.93,38.057,3.785,19.13,Normal
2.823,0.461,58.78,16.428,461.241,99.694,1436.421,37.372,3.869,28.978,Normal
1.97,0.563,57.996,15.871,462.591,96.732,1473.282,34.878,3.888,23.936,Normal
2.63,0.303,59.556,18.687,461.046,93.26,1508.656,30.52,3.339,23.365,Normal
2.545,0.437,65.949,17.17,464.128,90.974,1460.67,36.621,4.129,23.049,Normal
3.75,0.916,82.577,23.069,457.937,89.706,1483.438,36.625,3.292,35.062,Alert
1.433,0.539,67.193,17.443,452.0,95.973,1514.874,38.227,4.101,20.342,Normal
4.232,0.967,85.364,25.647,455.673,88.21,1392.05,31.681,2.648,14.732,Alert
2.637,0.462,60.058,13.079,457.364,97.508,1532.97,36.146,4.152,25.02,Normal
2.048,0.395,63.77,18.455,463.261,90.974,1485.017,32.991,3.564,19.2,Normal
1.799,0.331,64.59,19.019,467.191,95.771,1525.506,32.23,3.448,22.047,Normal
4.522,1.307,83.654,21.082,446.417,94.897,1446.387,26.411,3.184,24.98,Alert
4.841,1.019,82.983,25.065,456.798,92.242,1480.358,23.798,2.942,20.235,Alert
2.02,0.126,68.045,17.879,463.076,99.233,1412.694,39.511,3.895,27.624,Normal
4.704,0.857,68.149,23.779,458.58,91.126,1460.271,30.751,2.687,36.456,Alert
2.668,0.536,60.357,20.423,456.987,96.966,1462.511,35.604,3.941,17.145,Normal
2.786,0.574,61.674,22.361,453.291,94.987,1483.494,39.252,3.998,21.889,Normal
4.054,1.199,82.009,20.936,466.257,90.405,1471.25,26.587,2.711,25.356,Alert
1.8,0.48,66.531,17.636,459.23,95.872,1436.581,32.634,3.483,23.411,Normal
3.537,0.812,79.076,26.271,451.31,96.293,1466.161,27.178,2.315,32.315,Alert
3.884,0.686,74.765,28.452,451.906,92.08,1513.097,25.722,2.859,33.318,Alert
3.541,1.013,80.988,25.156,446.303,87.612,1459.01,32.866,3.261,30.954,Alert
4.203,1.344,77.826,25.806,467.046,88.728,1448.58,33.659,3.1,23.774,Alert
2.439,0.387,66.948,15.111,464.992,95.929,1468.831,35.771,3.198,27.984,Normal
2.966,0.885,70.677,19.995,454.786,95.362,1468.32,25.602,3.164,19.98,Alert
4.163,0.948,76.971,23.069,463.722,91.362,1497.243,33.503,3.198,37.127,Alert
5.991,2.046,94.733,19.767,444.75,88.596,1495.001,19.314,1.745,34.434,Critical
1.44,0.206,63.642,11.022,458.175,96.544,1487.015,38.787,3.771,29.119,Normal
4.28,0.871,74.307,19.957,461.139,88.717,1495.025,18.373,2.234,22.069,Alert
1.668,0.253,69.946,16.963,458.31,96.558,1488.33,38.921,4.271,26.535,Normal
2.001,0.283,63.714,19.231,456.194,94.626,1506.653,35.534,3.938,20.814,Normal
2.325,0.173,64.708,16.505,465.218,98.213,1449.636,38.138,3.22,20.273,Normal
3.658,0.929,77.03,25.002,456.821,94.074,1550.73,29.927,3.459,38.317,Alert
1.959,0.511,68.314,18.009,463.156,95.917,1470.648,34.906,3.762,27.821,Normal
3.763,1.031,71.483,25.452,457.13,82.929,1472.142,27.149,3.698,24.668,Alert
3.614,0.935,83.136,27.064,466.486,91.321,1420.302,26.924,2.925,30.763,Alert
1.538,0.315,66.779,15.992,447.516,95.891,1524.66,35.954,3.424,23.225,Normal
1.799,0.221,62.416,17.298,461.733,98.963,1463.813,37.355,3.797,31.121,Normal
1.912,0.3,69.89,15.612,465.689,97.155,1456.347,34.248,3.282,23.432,Normal
1.913,0.491,61.698,15.551,453.512,99.584,1497.199,32.454,3.864,25.734,Normal
4.194,0.991,82.679,23.936,466.421,92.839,1473.512,26.796,2.502,23.66,Alert
2.425,0.707,63.668,14.625,461.527,96.317,1468.232,39.172,3.422,28.331,Normal
1.615,0.137,65.26,16.847,461.358,97.573,1514.783,30.731,3.637,29.652,Normal
3.452,1.093,80.147,28.844,466.605,95.637,1412.101,33.17,3.132,24.781,Alert
1.899,0.353,69.777,18.264,460.46,92.611,1471.491,34.577,3.36,24.542,Normal
1.934,0.316,64.889,14.209,464.604,99.84,1483.852,36.805,3.696,21.549,Normal
2.506,0.998,77.97,23.046,473.21,88.736,1368.631,29.952,3.34,41.004,Alert
4.459,1.063,85.81,15.456,463.441,93.124,1514.779,30.333,2.992,33.384,Alert
6.531,2.019,87.751,22.972,477.329,81.641,1421.789,26.604,2.245,35.451,Critical
1.342,0.29,70.356,18.24,455.554,95.465,1440.968,34.907,3.873,28.693,Normal
1.678,0.478,60.191,18.143,452.945,96.16,1484.248,40.623,3.481,21.526,Normal
4.63,0.91,75.176,19.212,458.335,91.013,1437.168,25.61,2.615,29.68,Alert
2.078,0.406,68.454,18.826,461.737,97.361,1486.243,31.734,3.628,21.132,Normal
2.189,0.505,61.261,17.21,456.243,97.617,1448.203,33.033,3.295,17.875,Normal
2.445,0.451,58.307,16.12,459.985,96.063,1455.794,36.484,3.567,24.391,Normal
4.773,0.901,83.754,20.409,465.006,91.035,1523.432,36.234,3.785,37.207,Alert
2.059,0.245,61.819,20.058,465.067,96.116,1486.089,33.797,3.932,21.754,Normal
2.495,0.461,67.859,20.376,457.929,96.873,1474.754,37.66,3.185,16.135,Normal
1.816,0.416,63.973,15.937,459.59,96.751,1494.99,34.132,4.072,30.145,Normal
2.264,0.393,75.286,18.139,457.617,94.198,1468.287,30.33,3.709,28.713,Normal
1.938,0.361,63.481,14.306,461.741,94.757,1465.729,32.629,4.042,29.656,Normal
1.653,0.287,69.628,17.625,461.661,97.744,1477.462,37.292,3.921,18.989,Normal
1.768,0.312,60.788,15.609,459.86,97.783,1441.527,33.231,3.669,15.801,Normal
2.567,0.255,65.166,17.12,461.657,97.589,1477.499,34.03,3.804,15.558,Normal
2.358,0.478,60.63,19.03,463.882,97.843,1459.101,34.287,3.146,22.561,Normal
1.842,0.099,68.881,16.742,458.129,90.13,1508.437,37.455,3.711,16.356,Normal
6.501,2.217,93.386,31.417,454.329,85.188,1437.842,22.013,1.784,35.379,Critical
0.53,0.313,67.73,13.912,462.616,96.27,1494.069,27.065,3.824,21.037,Normal
3.961,1.084,84.786,25.436,457.442,93.151,1466.604,26.532,2.519,22.299,Alert
2.186,0.393,70.765,23.542,458.208,96.336,1483.352,35.286,3.453,19.748,Normal
2.713,0.681,81.575,22.508,454.291,85.912,1444.454,33.367,3.764,33.865,Alert
1.771,0.285,57.914,19.356,455.824,93.79,1485.203,35.461,3.712,22.475,Normal
1.68,0.32,69.818,19.044,455.682,95.447,1470.529,38.279,4.595,22.767,Normal
4.346,0.864,75.586,19.967,459.245,94.783,1468.559,29.059,2.43,31.484,Alert
3.856,0.801,80.704,22.194,460.063,95.396,1484.187,27.432,2.483,30.826,Alert
1.784,0.333,63.72,18.547,466.163,97.374,1507.622,31.81,3.73,21.068,Normal
3.921,1.153,78.453,23.873,456.55,89.821,1438.703,25.041,2.892,31.483,Alert
5.049,2.032,95.927,25.454,452.373,85.52,1491.35,27.283,1.545,36.303,Critical
3.951,0.948,77.241,24.557,450.279,93.863,1457.78,25.789,2.655,36.233,Alert
3.7,0.652,91.238,29.41,453.585,96.088,1444.597,30.506,3.089,23.911,Alert
2.619,0.24,70.814,20.938,462.778,98.171,1428.137,33.969,3.441,28.744,Normal
1.505,0.518,65.704,14.682,457.358,94.332,1527.297,31.42,3.233,20.647,Normal
2.035,0.454,69.676,19.101,460.246,92.161,1456.525,34.372,3.386,24.524,Normal
2.694,0.416,74.054,18.591,465.133,94.623,1474.005,34.951,3.761,28.312,Normal
1.532,0.399,63.304,17.883,451.308,95.332,1485.225,34.086,3.733,23.567,Normal
1.963,0.53,62.715,18.314,462.049,96.422,1511.794,30.761,3.73,20.311,Normal
3.845,1.214,89.27,21.775,465.613,90.532,1467.543,28.812,3.413,29.414,Alert
5.366,1.098,71.557,27.89,472.274,91.286,1510.764,35.688,2.796,24.724,Alert
2.196,0.581,62.796,18.569,466.667,94.915,1536.954,41.068,3.925,21.083,Normal
3.523,1.537,80.705,24.862,456.286,91.657,1482.074,21.926,3.573,35.36,Alert
1.205,0.409,71.442,19.737,461.592,93.56,1415.863,37.239,3.351,24.697,Normal
4.216,1.19,86.931,23.023,469.537,95.791,1503.613,27.631,2.619,23.325,Alert
3.549,0.717,73.486,23.21,456.509,92.428,1453.858,25.438,2.345,37.436,Alert
3.025,0.375,68.113,17.256,458.668,93.906,1488.628,33.032,3.778,26.277,Normal
1.82,0.29,61.797,16.675,459.499,94.838,1408.453,40.368,4.162,27.781,Normal
2.004,0.632,59.013,14.39,457.507,94.69,1510.953,36.488,3.631,23.361,Normal
5.281,2.091,85.966,30.686,470.645,82.832,1407.883,20.823,1.852,24.8,Critical
1.567,0.279,70.481,16.487,458.782,96.196,1456.795,33.678,3.57,24.867,Normal
3.878,1.185,84.302,28.081,465.95,91.91,1420.295,30.733,3.095,32.33,Alert
5.576,1.909,89.541,26.584,456.913,85.828,1548.87,25.519,2.436,35.892,Critical
4.517,1.37,80.455,21.815,465.899,87.455,1422.063,31.041,3.26,20.501,Alert
2.033,0.589,60.751,13.878,467.149,95.63,1456.419,37.974,3.602,34.187,Normal
4.717,0.868,97.27,33.166,442.467,82.325,1488.358,33.439,2.345,26.862,Critical
1.672,0.416,67.652,21.987,465.563,95.835,1461.25,35.871,3.804,22.621,Normal
4.056,1.097,73.292,26.361,452.118,94.16,1499.84,26.786,3.767,29.86,Alert
3.833,0.975,81.145,23.218,457.59,85.771,1461.082,27.863,2.746,30.902,Alert
1.448,0.347,65.601,19.545,459.702,96.075,1494.812,41.707,4.166,24.762,Normal
3.198,0.521,59.368,16.643,460.299,97.352,1462.598,40.303,3.76,16.714,Normal
3.165,0.925,84.074,24.948,459.758,88.121,1445.553,28.047,3.104,38.217,Alert
1.62,0.119,62.927,17.93,456.122,95.214,1451.978,37.146,3.802,32.821,Normal
2.184,0.469,64.262,15.58,457.522,93.942,1482.485,31.865,4.015,16.259,Normal
2.089,0.341,62.627,21.25,461.099,92.84,1449.626,32.975,3.662,26.127,Normal
1.599,0.417,70.868,16.976,466.818,93.541,1420.407,31.986,4.093,17.521,Normal
2.451,0.602,60.616,17.579,462.572,97.63,1480.907,34.323,3.494,24.213,Normal
6.878,2.218,103.102,32.643,455.456,85.099,1467.125,26.355,3.001,41.778,Critical
8.591,2.236,94.059,27.051,453.303,83.09,1425.958,15.491,1.403,44.844,Critical
3.433,0.925,88.262,27.216,464.878,94.311,1494.382,33.904,3.025,19.794,Alert
3.982,1.083,72.176,20.967,467.223,93.475,1501.738,30.58,3.161,23.052,Alert
1.976,0.385,65.435,14.28,453.223,97.543,1470.94,36.769,3.337,18.112,Normal
1.963,0.327,66.059,17.704,465.233,92.438,1515.336,37.538,3.623,25.775,Normal
1.297,0.196,66.414,18.704,462.633,91.058,1445.482,36.171,3.761,28.107,Normal
4.757,0.968,84.998,24.604,469.884,90.032,1430.811,27.988,3.501,17.234,Alert
3.301,0.95,71.681,23.518,452.913,91.615,1454.604,30.884,2.747,24.616,Alert
2.422,0.301,67.106,19.039,461.768,98.968,1460.313,33.092,3.881,28.705,Normal
3.108,0.98,79.119,24.41,464.659,94.689,1425.134,30.963,2.76,20.341,Alert
3.977,0.897,87.067,22.381,456.153,92.399,1413.644,32.86,3.869,31.864,Alert
1.369,0.382,62.695,13.787,457.148,94.961,1459.459,28.742,3.798,31.385,Normal
3.458,1.07,76.669,20.626,451.801,86.371,1454.405,30.126,3.042,26.149,Alert
3.583,1.095,86.58,22.051,464.977,87.181,1414.826,28.182,3.592,28.541,Alert
3.882,1.231,85.923,22.758,469.227,96.534,1507.29,28.05,2.73,23.325,Alert
1.321,0.254,60.974,18.307,462.963,98.89,1502.364,39.092,3.69,29.034,Normal
7.057,2.377,94.802,24.449,454.291,88.367,1578.134,22.007,2.299,28.461,Critical
1.624,0.312,65.337,14.459,451.658,93.426,1476.43,34.261,4.065,16.601,Normal
1.943,0.252,69.163,19.695,454.353,95.724,1507.592,38.056,3.792,23.743,Normal
1.043,0.276,67.878,16.757,455.412,91.36,1492.543,39.524,3.674,27.286,Normal
1.852,0.353,67.128,15.483,466.655,94.505,1517.994,31.146,3.394,21.983,Normal
1.907,0.333,63.498,19.039,472.535,96.843,1517.983,35.216,3.322,25.582,Normal
2.163,0.333,60.316,14.725,461.871,90.964,1490.225,34.329,4.0,22.152,Normal
1.738,0.26,70.891,14.383,449.613,92.995,1432.787,36.157,3.577,24.001,Normal
2.16,0.264,63.533,16.614,458.635,99.985,1465.698,33.054,3.355,30.243,Normal
2.949,0.962,72.164,28.362,457.174,91.496,1436.769,27.769,3.906,33.142,Alert
2.579,0.251,65.349,16.737,455.907,93.466,1481.247,24.289,2.846,20.855,Normal
5.495,2.564,92.562,27.042,458.108,86.799,1394.803,20.806,1.685,37.556,Critical
3.501,1.058,77.41,22.172,456.551,95.472,1534.003,29.585,2.47,25.808,Alert
1.862,0.165,66.389,19.436,455.736,91.482,1501.062,36.572,3.446,21.369,Normal
2.204,0.54,60.898,15.191,457.742,97.546,1477.186,35.644,3.203,29.023,Normal
2.005,0.17,66.326,18.565,454.522,93.799,1488.292,43.064,3.634,34.808,Normal
1.642,0.309,70.412,19.849,455.774,96.786,1459.75,33.566,4.131,22.642,Normal
2.095,0.36,52.571,19.263,463.777,91.673,1463.681,39.344,4.39,29.691,Normal
1.758,0.239,74.306,19.687,473.846,93.987,1485.691,30.278,3.175,33.735,Normal
4.812,1.315,77.439,25.7,461.337,95.795,1465.31,33.409,4.273,32.008,Alert
4.077,1.005,88.813,20.976,441.469,91.376,1543.319,35.166,3.332,26.441,Alert
1.464,0.352,57.717,15.79,470.072,94.401,1451.503,37.313,3.384,21.695,Normal
1.262,0.288,68.548,16.651,460.249,95.219,1496.955,34.303,3.835,25.569,Normal
1.558,0.183,61.25,19.046,459.221,98.552,1455.988,35.649,3.506,36.405,Normal
2.951,0.852,86.562,24.04,447.871,86.344,1463.669,33.964,2.564,30.401,Alert
1.932,0.349,62.572,17.112,452.591,95.811,1480.359,35.451,3.725,31.956,Normal
3.853,0.582,75.001,24.419,452.45,87.063,1441.586,32.491,3.031,24.589,Alert
4.967,1.094,86.373,28.948,453.199,95.732,1416.232,25.928,2.65,31.114,Alert
3.044,0.395,62.335,16.296,465.31,95.905,1486.325,31.19,3.168,26.342,Normal
2.073,0.351,65.604,17.232,457.05,96.679,1442.208,36.089,3.79,22.687,Normal
1.889,0.479,69.716,16.61,461.431,95.372,1494.759,34.242,4.133,15.411,Normal
4.642,0.769,83.171,19.768,464.958,91.763,1526.94,34.671,3.591,36.779,Alert
2.445,0.563,69.291,16.797,458.935,95.728,1432.008,39.356,3.836,26.161,Normal
3.09,0.641,69.315,18.002,454.001,90.577,1429.859,32.474,3.171,28.127,Alert
1.607,0.353,70.129,15.484,458.394,95.549,1443.044,35.961,3.599,24.94,Normal
1.555,0.247,59.605,18.116,460.57,92.676,1492.609,32.907,3.803,25.588,Normal
3.911,0.94,77.079,22.119,453.635,90.431,1487.829,29.538,2.255,26.219,Alert
2.579,0.668,59.46,16.98,462.743,94.837,1459.107,40.49,3.865,26.577,Normal
1.678,0.328,64.592,16.144,458.125,98.934,1458.698,32.599,4.201,30.512,Normal
3.365,0.63,74.939,20.239,462.694,94.75,1410.031,31.513,2.565,32.572,Alert
4.801,1.957,90.992,29.767,452.397,84.741,1393.751,28.186,2.594,30.186,Critical
4.374,0.947,85.068,26.187,464.368,96.86,1461.486,32.654,2.888,42.213,Alert
1.037,0.317,64.403,14.484,460.892,97.842,1475.531,35.754,3.897,19.652,Normal
2.108,0.332,59.559,14.522,459.308,93.898,1460.222,33.142,3.669,23.142,Normal
5.667,1.881,84.723,23.518,466.278,84.836,1452.432,14.615,0.989,36.918,Critical
2.103,0.493,65.717,15.527,460.591,97.967,1459.652,39.63,3.83,20.961,Normal
4.721,1.091,82.137,21.321,456.615,92.184,1421.696,28.695,2.599,21.984,Alert
3.754,1.207,75.318,20.877,463.185,95.055,1446.155,23.755,4.215,32.044,Alert
1.221,0.386,67.724,14.208,452.556,97.245,1458.837,32.199,3.046,23.263,Normal
3.272,0.871,91.38,26.304,457.603,83.966,1529.629,23.928,2.319,26.057,Alert
2.316,0.398,64.503,18.731,463.369,95.904,1461.392,35.485,3.952,32.746,Normal
3.461,0.535,81.984,24.519,459.0,89.398,1494.143,29.433,3.727,35.771,Alert
2.497,0.538,61.144,18.426,459.596,95.866,1482.59,33.181,4.022,23.991,Normal
2.08,0.072,62.128,17.537,459.981,93.798,1516.878,32.169,3.946,27.447,Normal
2.008,0.318,64.217,16.426,464.22,95.735,1550.241,35.461,3.515,37.579,Normal
2.098,0.383,67.022,18.449,452.328,95.491,1496.69,38.083,3.625,20.974,Normal
1.55,0.102,65.445,18.819,459.4,94.252,1494.804,34.708,4.251,30.824,Normal
1.427,0.327,64.431,16.426,458.344,90.257,1502.584,35.485,3.564,32.041,Normal
1.752,0.415,61.691,16.324,456.836,96.224,1479.098,33.446,3.717,19.02,Normal
2.247,0.319,61.965,17.986,456.405,96.483,1452.664,34.688,3.868,25.176,Normal
2.173,0.3,65.357,20.143,464.6,92.669,1405.53,37.755,3.333,22.832,Normal
5.285,2.571,86.434,32.278,465.397,83.923,1521.101,21.978,2.223,33.692,Critical
1.335,0.258,59.548,17.907,465.602,95.115,1538.323,39.929,3.768,19.22,Normal
1.501,0.348,63.437,18.607,463.263,97.58,1441.484,36.203,3.457,19.299,Normal
5.601,1.749,103.11,32.965,454.411,89.023,1476.793,27.521,1.347,38.556,Critical
4.182,0.684,78.689,24.388,456.844,93.466,1419.279,34.577,3.345,26.197,Alert
2.569,0.468,74.429,18.844,458.825,96.502,1471.597,36.559,4.2,25.039,Normal
2.055,0.422,64.849,16.034,457.162,94.806,1409.15,32.007,3.421,31.777,Normal
3.22,1.17,86.157,23.61,468.449,92.415,1495.918,37.184,3.693,24.013,Alert
1.917,0.379,71.465,14.362,465.619,96.202,1508.033,38.32,3.711,14.87,Normal
2.159,0.306,61.536,15.194,454.091,95.928,1502.561,37.445,4.002,21.885,Normal
4.177,1.009,74.324,24.045,453.23,91.973,1458.233,33.332,2.735,30.424,Alert
4.428,1.295,75.455,15.191,457.204,94.033,1488.012,30.911,2.924,20.456,Alert
2.006,0.352,69.734,20.432,456.859,97.051,1463.153,35.703,3.678,19.494,Normal
1.794,0.341,66.418,14.058,451.585,97.551,1464.011,38.666,3.84,27.951,Normal
2.854,0.332,68.654,16.851,459.971,91.817,1472.287,31.371,3.475,18.983,Normal
1.637,0.62,60.764,15.874,458.291,92.879,1417.622,33.552,3.825,24.75,Normal
2.894,0.434,68.475,19.448,460.011,96.787,1482.745,30.08,3.374,22.616,Normal
2.499,0.347,62.199,21.478,464.41,93.466,1481.866,42.429,3.561,27.589,Normal
1.979,0.305,67.904,17.479,458.984,94.69,1480.099,28.582,3.243,20.867,Normal
1.899,0.367,66.705,20.296,466.35,94.167,1525.512,31.713,3.836,33.985,Normal
3.367,1.13,74.97,23.929,455.583,85.011,1485.483,30.704,3.205,24.15,Alert
1.685,0.396,69.624,19.289,461.467,93.908,1504.252,36.662,4.067,25.786,Normal
1.188,0.302,66.373,17.995,455.757,94.648,1434.796,39.804,3.819,30.55,Normal
2.146,0.392,66.874,17.806,456.91,94.809,1508.905,38.26,3.319,17.84,Normal
1.681,0.051,67.563,16.005,457.053,94.841,1472.136,34.61,3.438,23.466,Normal
1.981,0.393,67.521,15.785,456.132,93.218,1549.174,32.064,3.254,19.203,Normal
3.892,1.123,75.104,24.637,460.932,91.482,1428.243,33.85,3.541,25.562,Alert
6.239,2.521,86.848,30.918,468.367,90.088,1498.261,26.577,2.815,25.893,Critical
1.984,0.285,62.213,18.083,456.607,97.361,1464.732,29.949,3.283,18.486,Normal
4.501,1.208,82.51,25.488,455.16,93.695,1409.704,25.414,1.891,26.745,Alert
4.448,1.117,76.489,23.907,463.378,89.049,1533.261,31.01,3.27,36.536,Alert
1.514,0.357,65.108,15.215,454.905,91.402,1497.365,30.699,3.459,24.963,Normal
4.076,0.75,80.713,20.691,461.643,90.857,1534.43,32.097,2.442,20.292,Alert
2.007,0.375,66.964,18.003,459.39,95.439,1436.998,33.164,3.713,21.576,Normal
6.494,1.997,83.848,28.325,466.478,80.77,1401.572,24.0,1.628,26.265,Critical
6.217,2.075,99.835,30.697,466.495,89.878,1396.879,18.564,1.495,38.326,Critical
2.19,0.498,62.317,20.633,464.494,96.264,1509.834,41.929,3.468,23.729,Normal
2.0,0.199,62.201,19.774,462.332,95.689,1539.807,31.01,3.241,33.006,Normal
4.562,1.085,69.403,20.488,460.935,93.392,1386.745,30.177,2.971,32.764,Alert
3.403,0.97,76.919,22.978,467.472,88.908,1508.468,26.945,2.5,33.373,Alert
2.159,0.316,64.025,19.025,456.532,97.12,1518.101,30.344,3.951,36.124,Normal
1.638,0.566,74.629,21.071,458.233,91.577,1412.569,32.976,3.624,31.009,Normal
2.18,0.419,64.686,19.303,452.898,98.809,1509.992,35.094,3.732,27.539,Normal
4.197,1.111,85.425,21.217,464.145,89.088,1553.164,26.914,2.617,31.387,Alert
1.491,0.171,59.609,17.608,464.157,97.658,1505.279,33.927,3.725,26.572,Normal
4.4,1.384,75.264,22.512,456.625,95.457,1476.069,37.455,3.463,29.698,Alert
2.074,0.728,66.296,15.706,458.808,91.973,1476.73,33.108,3.964,24.042,Normal
1.577,0.553,60.676,16.046,457.4,93.576,1476.911,35.223,3.187,29.183,Normal
2.276,0.441,61.553,16.793,463.428,96.58,1520.51,36.125,3.327,22.933,Normal
2.666,0.416,65.55,15.92,464.474,93.663,1504.984,32.272,3.484,28.595,Normal
1.997,0.246,64.233,18.181,459.532,93.037,1493.05,29.378,2.84,29.017,Normal
3.771,0.873,78.249,19.004,470.141,88.696,1497.026,35.825,2.982,32.318,Alert
3.39,0.726,78.076,26.708,463.3,94.31,1512.104,31.133,3.173,31.154,Alert
4.324,1.387,76.696,25.031,450.85,92.277,1500.093,24.326,2.902,32.371,Alert
3.537,0.952,87.259,25.314,450.815,86.029,1469.333,23.279,3.094,27.104,Alert
1.604,0.438,62.144,18.471,459.545,94.155,1500.004,32.009,3.879,25.691,Normal
4.441,1.102,74.658,23.83,463.315,93.478,1485.792,30.064,3.431,28.77,Alert
3.088,1.119,81.372,22.833,462.941,96.866,1455.817,30.581,3.184,42.683,Alert
3.714,0.97,76.174,14.817,462.043,89.12,1405.296,33.067,2.646,25.617,Alert
2.234,0.532,72.29,20.724,453.855,94.823,1485.224,33.094,3.874,28.618,Normal
1.747,0.143,57.335,18.116,458.284,97.303,1499.418,36.781,3.984,24.555,Normal
3.951,1.49,86.12,24.525,463.688,89.891,1469.665,27.881,3.238,36.889,Alert
2.24,0.499,68.675,18.029,460.454,95.577,1498.384,38.319,3.886,22.539,Normal
5.876,1.651,89.316,22.534,456.982,83.611,1490.356,25.646,2.15,27.259,Critical
2.971,0.579,60.385,16.304,457.639,93.365,1454.532,37.723,3.536,29.766,Normal
1.892,0.224,60.8,18.049,468.179,92.317,1470.44,39.352,4.076,24.413,Normal
3.845,0.971,86.097,24.478,461.136,92.031,1468.854,29.538,2.815,24.178,Alert
1.899,0.215,64.251,13.898,471.141,92.624,1450.491,34.7,4.041,25.759,Normal
