regrind_pct,resin_temp_c,cooling_time_s,paint_viscosity,film_thickness_um,booth_humidity_pct,pre_paint_storage_hrs,num_handlings,container_type,part_protection,surface_defect
17.33,230.39,22.04,24.03,35.62,49.7,0.13,3,cardboard_pallet,protected,0
31.54,232.05,19.77,25.57,34.02,41.99,0.4,5,plastic_box,protected,0
24.9,228.04,23.23,23.6,33.9,49.28,0.0,3,plastic_box,protected,0
9.5,240.22,23.75,26.94,28.54,62.57,5.37,4,cardboard_pallet,protected,1
14.41,232.8,19.31,23.08,21.08,56.26,2.06,6,plastic_box,protected,0
13.97,223.54,19.52,26.49,34.22,38.63,9.14,2,plastic_box,unprotected,1
12.06,236.43,11.72,27.94,30.09,35.15,1.5,4,plastic_box,unprotected,1
0.0,243.64,17.03,20.03,28.02,41.85,1.66,5,plastic_box,protected,0
19.81,233.73,19.65,21.2,35.67,53.04,2.19,4,metal_rack,unprotected,1
5.25,240.54,20.78,22.17,25.05,50.2,0.0,4,cardboard_pallet,protected,0
0.0,228.47,17.52,30.43,28.86,46.36,2.4,2,metal_rack,protected,1
9.68,239.66,24.91,24.26,29.74,38.95,3.79,4,plastic_box,unprotected,0
16.23,234.39,19.59,24.52,28.93,47.48,0.0,1,plastic_box,protected,0
2.69,228.84,15.53,26.14,30.26,43.8,2.2,4,metal_rack,protected,0
8.34,228.79,20.22,22.76,39.03,46.96,4.11,2,cardboard_pallet,protected,0
16.86,242.93,21.63,25.95,34.26,55.48,1.41,3,plastic_box,protected,0
14.92,227.58,11.93,24.06,24.98,39.73,1.65,4,metal_rack,unprotected,0
4.65,229.79,19.06,25.67,27.36,55.52,3.73,5,cardboard_pallet,unprotected,0
19.48,237.79,15.96,23.71,34.75,54.31,0.11,1,cardboard_pallet,unprotected,1
16.54,246.0,25.15,26.51,24.32,51.42,2.5,1,metal_rack,protected,0
10.59,224.74,21.05,26.24,28.51,57.77,5.64,7,metal_rack,protected,0
9.08,237.31,16.96,22.2,28.72,41.59,0.81,3,plastic_box,protected,1
19.95,238.65,20.24,23.27,28.28,44.14,0.0,1,metal_rack,protected,0
14.33,224.2,24.03,28.25,29.69,64.98,0.77,2,cardboard_pallet,unprotected,1
0.63,226.6,19.6,27.5,27.13,55.56,2.16,5,plastic_box,unprotected,1
5.45,227.41,16.77,25.63,33.81,48.71,6.63,5,plastic_box,unprotected,0
10.19,227.46,17.74,32.01,28.81,63.95,0.32,3,cardboard_pallet,protected,1
0.0,218.36,18.79,25.07,36.75,60.65,0.91,3,metal_rack,protected,0
13.03,231.41,13.29,23.72,26.11,37.84,18.61,5,metal_rack,protected,0
3.21,234.83,19.79,23.69,28.6,42.64,9.76,1,metal_rack,protected,0
13.59,237.13,22.36,25.68,30.46,60.48,0.68,2,plastic_box,unprotected,0
13.73,240.36,19.2,24.01,30.88,39.21,6.96,1,metal_rack,unprotected,0
9.22,239.71,9.81,23.77,34.4,38.01,1.7,5,plastic_box,protected,0
8.31,251.83,19.27,27.0,29.12,55.24,7.1,6,plastic_box,protected,0
0.0,228.53,11.71,21.63,23.86,65.21,3.47,3,metal_rack,unprotected,1
1.41,226.41,19.14,23.34,29.19,52.06,3.28,2,plastic_box,unprotected,0
17.13,232.83,23.75,26.11,25.74,37.75,5.48,7,metal_rack,unprotected,1
13.01,243.15,14.43,27.34,30.26,57.37,2.01,4,cardboard_pallet,protected,0
10.28,236.95,24.5,22.65,24.19,64.97,1.75,6,plastic_box,unprotected,0
10.97,248.73,14.62,25.14,33.72,36.8,3.49,2,plastic_box,protected,0
26.97,232.86,20.68,23.6,30.15,40.71,1.87,2,metal_rack,unprotected,0
11.45,233.57,14.7,25.98,30.3,52.99,1.7,3,plastic_box,unprotected,1
7.47,233.43,16.23,22.17,35.91,44.21,0.21,4,metal_rack,protected,1
13.2,228.49,19.23,24.42,34.86,43.32,8.43,3,plastic_box,protected,0
2.16,231.95,11.46,23.48,35.37,60.07,1.3,3,metal_rack,unprotected,0
20.93,249.26,19.35,28.03,24.72,47.15,0.27,1,metal_rack,unprotected,1
12.75,230.9,21.67,25.95,28.98,69.98,13.8,5,cardboard_pallet,unprotected,0
2.06,230.43,17.43,30.35,28.92,42.18,8.09,3,metal_rack,unprotected,0
18.31,238.36,17.18,26.07,31.21,53.44,5.36,1,metal_rack,unprotected,0
5.85,233.77,18.62,24.54,33.27,49.99,0.67,4,plastic_box,protected,0
14.8,238.22,19.05,26.88,24.68,45.92,0.76,2,plastic_box,unprotected,0
13.9,241.05,18.35,24.06,31.58,60.25,1.03,3,plastic_box,protected,0
40.0,228.34,19.54,24.91,26.98,41.98,6.73,2,metal_rack,unprotected,0
10.13,234.17,15.33,26.69,25.99,38.92,1.81,4,plastic_box,unprotected,1
11.8,235.17,20.9,26.86,27.78,31.09,9.47,4,plastic_box,unprotected,0
5.07,242.45,15.6,26.66,33.18,56.05,1.47,2,metal_rack,protected,0
3.63,248.56,12.64,23.69,27.13,35.65,1.83,1,plastic_box,protected,1
12.12,232.54,14.63,26.16,26.73,61.48,5.74,2,cardboard_pallet,protected,0
8.9,229.37,22.08,23.14,27.23,54.21,5.71,6,cardboard_pallet,unprotected,1
14.27,241.11,20.6,22.76,31.77,39.14,3.44,1,metal_rack,protected,0
0.28,241.43,19.15,22.7,27.21,39.61,0.45,2,metal_rack,protected,0
9.23,239.13,13.49,22.54,36.55,55.86,1.8,5,metal_rack,unprotected,1
16.01,230.24,12.71,30.69,27.79,60.25,6.18,1,cardboard_pallet,protected,0
14.69,246.94,22.63,24.49,24.84,60.02,3.39,3,metal_rack,unprotected,0
14.1,246.04,14.59,27.21,25.41,43.56,4.01,5,plastic_box,protected,0
6.33,227.21,17.68,22.3,29.74,65.95,1.05,3,metal_rack,protected,0
17.83,236.59,17.0,24.82,35.77,40.5,2.87,4,cardboard_pallet,protected,0
16.33,247.0,20.93,24.76,26.64,55.93,2.35,1,cardboard_pallet,protected,0
22.56,224.73,10.62,21.15,34.21,50.98,2.58,8,metal_rack,protected,1
6.1,235.79,9.48,24.09,36.72,42.74,5.42,1,plastic_box,protected,0
2.16,226.94,15.14,24.37,31.71,58.03,7.83,1,metal_rack,unprotected,0
8.7,236.06,13.57,24.81,33.42,46.17,0.61,5,metal_rack,unprotected,0
11.48,228.87,10.54,23.63,25.63,50.18,4.37,1,plastic_box,protected,0
6.02,240.82,16.59,25.97,23.34,53.61,6.22,2,metal_rack,protected,0
23.28,232.71,22.92,26.32,28.82,51.9,0.94,5,metal_rack,unprotected,0
26.58,230.56,18.88,24.97,35.98,52.59,0.56,2,metal_rack,protected,1
15.08,233.09,16.9,23.52,27.58,61.05,7.79,5,metal_rack,unprotected,0
12.66,234.2,18.46,25.63,25.89,39.4,4.78,4,cardboard_pallet,protected,0
5.33,233.42,18.16,23.84,23.25,40.51,1.66,5,cardboard_pallet,protected,0
9.68,230.3,15.25,22.8,26.74,53.76,4.03,1,cardboard_pallet,protected,0
17.23,228.71,14.77,25.59,29.14,43.67,1.78,3,metal_rack,protected,0
11.46,232.13,25.0,23.31,32.25,52.09,4.2,2,cardboard_pallet,protected,0
7.55,230.48,16.92,24.02,25.06,59.13,0.66,6,plastic_box,protected,0
8.79,230.56,12.82,23.44,36.26,58.74,5.72,6,plastic_box,unprotected,0
4.46,234.7,12.48,24.79,26.72,42.06,14.63,4,metal_rack,protected,0
0.56,228.13,22.56,25.56,30.42,56.95,4.53,6,cardboard_pallet,unprotected,0
0.53,222.58,18.37,25.77,28.07,54.88,3.65,2,plastic_box,unprotected,0
1.99,232.59,19.44,21.4,26.52,36.01,2.75,3,metal_rack,unprotected,0
13.97,233.19,15.27,20.2,37.75,43.3,1.97,3,cardboard_pallet,protected,1
5.17,237.69,18.53,22.15,31.63,54.43,1.17,4,cardboard_pallet,protected,0
2.25,227.68,21.45,22.45,27.22,60.63,0.13,5,plastic_box,protected,0
13.05,248.23,11.56,24.54,29.31,63.3,8.32,3,cardboard_pallet,protected,0
15.74,237.53,19.04,25.9,29.86,58.9,6.21,5,cardboard_pallet,protected,0
2.48,226.46,15.62,23.13,21.11,51.05,1.99,3,plastic_box,unprotected,0
15.64,246.83,15.69,23.81,32.01,53.06,5.16,3,plastic_box,protected,0
12.34,239.22,21.57,24.36,24.77,35.62,1.42,4,cardboard_pallet,protected,1
5.15,230.7,16.72,24.57,29.94,58.02,16.08,1,plastic_box,protected,0
10.66,231.19,16.64,24.56,29.99,42.46,3.4,7,plastic_box,unprotected,1
24.78,236.15,13.76,24.28,29.28,63.89,6.87,2,cardboard_pallet,protected,0
10.53,231.78,16.17,27.95,28.95,54.27,2.76,2,plastic_box,unprotected,0
0.0,246.95,19.3,23.63,28.03,42.72,0.5,5,plastic_box,unprotected,0
12.47,241.47,10.78,25.26,25.83,56.61,4.83,5,plastic_box,unprotected,0
6.89,236.21,17.55,24.1,30.25,60.65,3.87,1,plastic_box,unprotected,0
0.0,233.41,17.51,23.26,31.76,43.11,10.14,8,plastic_box,protected,0
16.71,233.83,18.09,27.8,27.44,49.62,10.63,1,metal_rack,protected,0
9.64,229.65,17.04,25.73,28.32,42.81,2.41,2,metal_rack,protected,0
7.81,241.72,16.34,25.92,22.87,51.15,0.15,4,plastic_box,protected,0
2.55,234.8,15.25,21.96,27.88,57.36,4.12,2,plastic_box,protected,0
9.24,241.95,12.86,23.38,34.9,44.71,4.19,3,plastic_box,unprotected,0
7.91,241.81,21.35,26.96,37.29,43.59,5.49,2,plastic_box,protected,0
2.88,238.73,12.6,23.13,21.11,51.52,8.09,3,metal_rack,unprotected,0
0.0,234.04,15.2,25.76,31.16,53.28,0.07,3,plastic_box,unprotected,0
25.92,243.43,21.41,28.63,23.94,52.16,1.68,3,plastic_box,protected,0
0.8,231.54,12.67,23.25,28.52,37.07,2.6,5,metal_rack,protected,0
15.15,226.18,15.96,23.06,35.95,47.84,7.46,1,plastic_box,protected,0
14.47,233.15,20.59,21.02,33.2,55.12,3.04,4,metal_rack,unprotected,1
11.4,223.22,17.49,23.54,35.51,47.11,0.0,5,cardboard_pallet,protected,0
4.01,228.15,20.41,29.15,31.56,55.8,0.04,3,metal_rack,unprotected,1
0.0,232.6,18.7,26.35,25.16,52.06,5.69,2,metal_rack,unprotected,0
13.28,245.11,22.04,23.62,44.27,52.93,4.23,2,cardboard_pallet,unprotected,0
4.35,245.79,22.09,26.81,26.7,33.83,11.83,2,plastic_box,protected,0
0.0,234.45,17.66,24.49,29.92,45.95,3.75,1,plastic_box,unprotected,0
17.89,224.65,17.57,22.96,26.46,46.13,3.03,1,plastic_box,unprotected,0
8.52,221.84,16.85,24.4,21.71,52.45,1.66,3,metal_rack,protected,0
23.91,240.11,17.74,25.7,26.23,60.71,1.16,2,plastic_box,unprotected,1
16.52,235.69,16.84,26.09,31.75,41.69,5.62,2,plastic_box,unprotected,0
14.26,236.76,16.42,22.56,37.78,61.77,6.35,2,metal_rack,unprotected,1
21.41,241.05,19.24,24.95,32.46,46.52,1.94,4,plastic_box,protected,0
11.02,231.5,20.51,26.19,29.99,48.54,1.83,3,cardboard_pallet,unprotected,1
12.83,236.46,13.87,24.66,24.55,50.67,2.43,2,plastic_box,protected,0
17.8,235.05,14.69,24.21,27.36,51.36,1.99,3,plastic_box,unprotected,0
1.98,234.82,19.3,23.65,21.73,36.86,0.48,5,cardboard_pallet,protected,0
5.8,229.35,11.32,23.95,31.21,53.62,0.64,6,cardboard_pallet,unprotected,0
11.36,247.09,18.54,29.44,35.58,49.63,10.83,2,cardboard_pallet,protected,0
6.96,229.37,19.2,23.91,26.28,33.19,2.26,3,metal_rack,protected,0
10.0,235.65,23.52,24.05,33.13,59.43,4.96,9,plastic_box,protected,0
10.54,229.22,17.87,23.77,27.49,42.2,8.45,4,metal_rack,unprotected,1
6.93,245.47,15.5,21.59,34.72,53.21,2.1,2,metal_rack,unprotected,0
0.0,232.16,17.6,24.6,28.28,56.71,4.84,5,plastic_box,protected,0
27.84,241.08,16.37,24.9,26.45,65.06,3.98,2,plastic_box,unprotected,1
14.44,242.05,14.06,26.95,30.28,61.36,3.04,3,cardboard_pallet,protected,0
14.82,229.9,16.21,24.62,31.08,64.34,5.46,5,plastic_box,protected,0
17.63,243.85,14.05,26.64,37.23,58.17,2.68,5,metal_rack,unprotected,0
11.36,230.56,15.86,31.69,27.71,58.42,1.29,5,metal_rack,protected,0
8.35,222.2,22.87,24.4,28.89,51.04,0.0,3,cardboard_pallet,protected,0
5.41,243.35,16.01,28.12,39.67,56.1,1.48,2,plastic_box,protected,0
11.72,254.19,19.6,25.13,24.53,42.13,3.45,5,metal_rack,protected,0
19.41,236.78,17.33,23.73,22.55,52.11,2.96,2,plastic_box,protected,0
9.41,239.55,10.88,23.23,33.78,42.1,4.85,6,metal_rack,protected,0
4.31,241.62,20.33,23.72,24.64,44.05,7.08,2,plastic_box,protected,0
23.28,243.44,22.5,24.5,23.96,56.17,0.1,1,metal_rack,protected,1
4.65,235.99,15.06,27.35,30.92,61.15,0.55,7,cardboard_pallet,protected,1
8.65,228.95,16.18,26.59,27.34,50.21,13.62,3,cardboard_pallet,protected,0
14.59,238.3,15.18,27.8,33.03,51.23,7.88,2,metal_rack,unprotected,0
9.04,243.62,16.42,28.77,20.0,52.81,1.29,3,cardboard_pallet,unprotected,0
7.67,237.51,18.16,25.9,30.07,60.12,0.16,5,metal_rack,unprotected,1
5.61,237.33,16.81,28.22,31.27,47.82,2.98,4,plastic_box,unprotected,0
5.61,242.21,18.07,24.89,26.81,50.83,3.92,3,metal_rack,protected,0
3.92,244.52,14.49,22.69,35.03,46.77,0.0,7,cardboard_pallet,unprotected,0
4.64,236.96,19.96,26.41,28.68,47.53,0.94,1,metal_rack,unprotected,0
21.89,236.91,16.66,21.92,32.55,30.0,4.79,3,plastic_box,unprotected,0
11.07,242.0,16.31,22.41,31.19,58.11,5.83,3,cardboard_pallet,protected,0
17.4,229.29,12.58,22.73,24.1,51.11,1.63,3,plastic_box,protected,0
15.13,228.73,8.27,25.48,25.5,62.65,3.84,1,plastic_box,protected,0
12.65,223.35,23.67,24.3,26.31,53.5,0.49,4,cardboard_pallet,protected,0
0.71,239.02,20.66,23.86,35.31,69.72,0.19,2,metal_rack,unprotected,1
8.3,230.49,16.94,26.76,28.82,48.43,13.15,3,cardboard_pallet,protected,0
9.04,241.37,16.99,26.96,31.88,43.06,1.41,1,metal_rack,protected,0
14.48,237.95,15.92,24.15,26.97,59.17,2.45,1,metal_rack,protected,0
14.94,234.33,14.25,27.11,36.38,51.75,3.5,1,cardboard_pallet,protected,0
5.85,234.03,16.06,22.54,28.67,55.96,5.4,2,plastic_box,protected,0
12.57,233.56,21.85,26.44,34.38,45.9,0.65,5,plastic_box,unprotected,0
12.13,239.56,11.32,20.72,25.82,45.36,0.35,5,plastic_box,protected,0
0.0,231.83,18.72,28.17,34.84,55.66,5.03,3,plastic_box,protected,0
16.06,225.91,13.49,26.2,28.62,47.55,7.07,1,cardboard_pallet,unprotected,1
25.03,231.55,18.54,28.8,29.29,45.58,1.69,4,metal_rack,protected,0
11.91,230.11,13.59,23.65,30.92,51.99,1.37,4,metal_rack,protected,1
3.54,232.5,20.08,21.28,30.61,31.58,2.77,2,plastic_box,protected,0
15.51,223.78,16.53,25.74,30.92,44.89,0.52,4,metal_rack,unprotected,0
2.66,246.19,17.19,22.1,36.49,62.01,10.9,1,plastic_box,protected,0
0.92,229.12,14.24,24.77,21.14,51.93,7.32,4,metal_rack,protected,0
2.59,244.05,18.99,23.97,27.13,40.04,0.0,6,plastic_box,unprotected,0
7.28,232.82,14.08,24.05,31.69,52.4,7.37,2,metal_rack,protected,0
13.52,246.0,22.07,23.48,25.41,37.13,10.41,7,plastic_box,protected,0
5.06,241.12,17.31,27.05,20.0,30.0,1.84,1,metal_rack,unprotected,0
16.44,249.08,19.62,20.4,30.21,63.12,1.65,5,metal_rack,unprotected,0
9.35,231.7,19.03,27.66,27.79,52.99,3.39,5,metal_rack,protected,0
5.21,236.06,17.87,24.58,32.67,50.77,5.82,2,cardboard_pallet,unprotected,1
13.34,238.16,18.01,26.97,29.15,47.36,0.0,2,cardboard_pallet,unprotected,0
4.91,239.68,18.69,24.46,40.48,48.61,1.36,5,plastic_box,unprotected,0
12.06,238.84,24.89,27.37,26.52,62.11,6.07,4,cardboard_pallet,protected,1
15.8,240.79,22.23,27.57,33.09,49.12,6.46,4,plastic_box,protected,0
13.12,236.8,17.61,24.68,33.14,51.67,6.81,2,plastic_box,protected,0
0.25,227.71,17.09,18.55,34.37,33.28,8.09,7,metal_rack,unprotected,1
2.72,230.49,12.66,25.57,36.17,57.75,4.52,3,cardboard_pallet,unprotected,1
0.0,228.36,24.36,27.86,32.11,63.73,0.79,1,plastic_box,protected,0
6.27,228.62,18.97,24.82,32.38,64.97,2.35,3,metal_rack,unprotected,1
15.88,233.76,11.88,22.88,20.0,54.11,5.72,1,plastic_box,unprotected,0
16.61,240.35,19.08,22.23,34.47,51.38,3.3,2,plastic_box,protected,0
7.84,234.13,15.34,25.61,34.31,48.17,1.66,5,metal_rack,unprotected,0
0.0,231.5,20.46,20.9,33.96,43.93,2.07,2,metal_rack,protected,0
14.07,235.98,25.01,23.12,30.84,57.16,1.27,4,plastic_box,unprotected,0
0.38,238.02,19.63,25.55,23.53,60.65,8.21,1,metal_rack,protected,0
19.65,228.69,14.05,24.73,33.32,44.46,6.74,3,metal_rack,protected,0
14.99,235.15,21.9,26.69,27.32,33.24,1.02,4,plastic_box,protected,0
7.74,232.11,21.06,24.25,26.87,52.39,2.3,5,plastic_box,unprotected,1
14.31,237.24,21.3,24.93,38.94,49.14,1.7,8,cardboard_pallet,unprotected,1
21.9,232.36,19.9,25.31,23.58,53.82,2.57,2,metal_rack,protected,0
5.95,223.93,15.21,25.09,25.52,57.27,2.63,5,metal_rack,unprotected,1
9.71,231.79,21.47,25.82,21.01,45.37,0.73,1,plastic_box,protected,0
6.67,234.54,16.78,26.55,26.65,54.67,2.62,1,plastic_box,unprotected,0
0.13,225.81,15.89,26.2,34.38,48.54,4.74,4,cardboard_pallet,protected,1
13.04,237.1,18.5,26.33,21.3,31.97,2.54,4,metal_rack,protected,0
8.27,236.34,18.66,21.45,27.85,42.73,3.99,3,metal_rack,protected,0
14.46,232.9,18.17,24.25,23.73,56.54,0.0,2,plastic_box,protected,0
24.87,246.22,15.29,25.46,22.21,31.89,1.21,3,cardboard_pallet,unprotected,1
10.17,223.87,23.13,21.59,28.83,55.12,1.18,4,metal_rack,protected,1
15.15,218.13,19.5,24.95,30.73,53.82,2.71,4,metal_rack,protected,0
12.29,231.73,21.74,24.37,30.42,46.56,7.89,3,metal_rack,protected,0
22.06,234.98,24.47,25.95,27.49,50.91,2.03,4,cardboard_pallet,unprotected,0
19.2,239.45,19.02,26.57,29.06,54.82,6.27,3,cardboard_pallet,unprotected,0
8.07,246.6,17.62,23.21,28.21,39.83,0.25,1,metal_rack,protected,0
16.0,233.97,18.46,27.55,27.79,46.53,10.08,2,metal_rack,protected,0
14.72,235.52,14.9,24.58,29.97,57.8,4.53,1,metal_rack,protected,0
8.14,231.91,13.42,25.87,33.83,30.0,1.75,4,metal_rack,protected,0
15.43,240.04,22.69,25.06,29.6,51.51,10.53,1,metal_rack,protected,0
8.39,234.93,23.03,24.95,26.26,43.54,8.28,1,metal_rack,unprotected,1
4.33,237.5,20.67,28.64,33.8,53.41,0.0,2,metal_rack,protected,1
11.56,215.4,17.29,26.75,33.74,47.16,2.84,6,cardboard_pallet,protected,0
14.2,231.43,21.02,24.61,21.99,36.81,0.84,3,cardboard_pallet,protected,0
13.99,235.48,12.28,25.0,36.1,44.23,2.62,2,plastic_box,protected,0
13.52,232.83,19.17,23.09,21.88,57.01,1.87,5,plastic_box,protected,0
3.8,228.48,21.26,26.2,34.99,39.97,9.15,8,plastic_box,unprotected,1
1.76,233.74,18.83,25.5,28.23,60.4,0.0,4,plastic_box,unprotected,0
15.13,224.15,22.52,27.49,28.15,63.19,0.0,2,cardboard_pallet,unprotected,1
20.22,242.75,12.69,23.98,27.17,58.71,1.38,1,cardboard_pallet,unprotected,0
18.45,224.78,15.26,25.24,24.3,64.39,0.13,1,metal_rack,protected,1
7.77,240.79,19.65,21.02,28.01,48.86,2.28,7,plastic_box,protected,0
15.31,232.47,14.09,27.37,25.89,41.4,2.6,2,plastic_box,protected,0
1.11,238.36,21.36,21.12,38.56,73.62,1.31,3,cardboard_pallet,unprotected,1
10.31,239.48,18.13,24.69,29.32,49.39,6.22,4,metal_rack,protected,0
13.76,231.25,16.41,24.48,25.55,57.02,8.79,3,cardboard_pallet,protected,0
3.79,241.22,20.9,26.02,29.56,57.47,5.2,3,metal_rack,unprotected,0
10.59,237.23,20.7,25.65,28.46,43.01,1.34,3,plastic_box,protected,0
6.71,239.11,22.56,25.31,31.12,60.41,9.15,5,cardboard_pallet,protected,0
8.68,221.17,15.79,24.45,29.37,44.73,1.57,1,cardboard_pallet,protected,0
2.64,238.9,19.29,27.94,30.57,43.87,2.26,1,plastic_box,protected,0
5.67,236.68,15.51,20.27,27.12,58.02,2.46,4,plastic_box,unprotected,0
22.9,236.73,19.96,25.01,23.84,30.0,5.98,4,plastic_box,protected,0
9.89,234.83,19.76,25.94,28.65,46.98,6.3,3,plastic_box,protected,0
16.91,231.17,17.04,21.94,31.64,44.58,0.0,8,metal_rack,unprotected,0
4.61,231.69,16.96,24.85,21.99,37.85,7.28,2,metal_rack,protected,0
22.98,231.37,13.96,24.36,35.89,44.17,0.2,2,metal_rack,unprotected,0
20.34,233.17,16.77,25.7,35.05,51.07,7.69,1,plastic_box,protected,0
0.0,236.83,18.48,25.19,23.67,36.8,0.0,3,plastic_box,unprotected,0
0.0,236.74,19.1,26.7,30.54,51.91,2.38,2,plastic_box,protected,0
8.97,228.26,25.95,24.36,29.52,52.14,1.43,2,cardboard_pallet,protected,0
15.24,234.43,18.1,25.66,30.85,59.28,3.9,1,metal_rack,unprotected,0
16.02,239.73,14.4,27.51,21.06,37.68,4.55,1,metal_rack,protected,0
10.09,237.98,15.53,27.16,31.09,51.68,3.13,1,cardboard_pallet,unprotected,0
4.64,220.46,20.81,26.63,30.36,54.86,17.25,2,metal_rack,unprotected,1
15.11,249.15,11.91,26.02,27.48,47.09,10.71,1,plastic_box,unprotected,0
12.01,232.93,26.6,24.38,26.58,45.53,4.99,2,cardboard_pallet,unprotected,1
18.22,242.09,22.32,24.74,21.58,50.39,0.48,2,plastic_box,protected,0
17.35,233.27,21.73,23.37,22.11,54.06,0.0,4,cardboard_pallet,protected,1
10.77,227.55,19.37,25.33,26.25,39.44,2.82,5,metal_rack,unprotected,0
17.58,227.89,21.34,29.79,29.82,39.35,1.26,3,plastic_box,protected,0
7.05,243.68,18.98,28.71,31.35,62.51,4.25,4,metal_rack,unprotected,1
11.89,233.61,18.27,18.75,21.37,30.43,0.0,4,plastic_box,protected,1
19.57,226.52,21.69,22.23,39.73,64.52,15.4,3,plastic_box,protected,0
22.79,236.34,21.67,25.34,32.71,63.85,3.34,4,plastic_box,protected,0
1.47,240.52,22.28,23.88,31.81,35.23,0.0,1,plastic_box,unprotected,0
0.29,241.66,19.77,22.59,22.8,55.84,8.53,4,metal_rack,unprotected,0
9.55,235.56,11.52,24.26,28.33,56.64,3.16,3,plastic_box,protected,0
10.35,241.91,24.41,19.96,29.74,78.86,10.92,1,plastic_box,protected,0
20.43,238.29,18.08,25.31,31.34,50.02,0.71,2,metal_rack,protected,0
9.43,235.46,24.01,26.94,26.18,46.72,3.43,3,metal_rack,unprotected,1
24.51,234.25,17.74,24.72,26.96,40.74,4.08,2,cardboard_pallet,unprotected,0
19.06,231.93,14.35,28.37,21.79,62.19,7.69,3,plastic_box,protected,0
5.69,232.46,11.59,27.69,28.55,49.34,4.9,2,metal_rack,protected,0
19.0,234.18,13.97,26.36,30.57,37.81,0.2,4,cardboard_pallet,protected,0
3.36,234.56,21.24,25.18,34.72,48.87,2.87,7,plastic_box,unprotected,0
12.06,227.75,19.48,26.45,32.7,58.64,6.9,3,plastic_box,protected,0
3.19,237.67,20.33,29.98,25.65,35.81,0.0,6,metal_rack,protected,1
6.52,247.25,19.44,27.82,23.44,74.67,3.08,6,plastic_box,unprotected,0
9.76,238.52,16.57,27.92,32.74,50.58,8.13,3,metal_rack,protected,0
15.1,234.31,20.13,23.03,27.75,46.07,1.89,3,plastic_box,unprotected,1
6.03,239.73,19.06,27.72,28.48,42.48,1.74,1,cardboard_pallet,unprotected,0
0.0,238.63,23.63,26.71,22.4,48.22,0.84,7,plastic_box,unprotected,0
19.21,230.75,21.02,26.47,29.58,47.35,4.08,5,metal_rack,unprotected,0
2.33,239.18,17.78,24.61,20.73,51.35,2.44,4,cardboard_pallet,unprotected,0
0.66,236.48,19.18,24.7,27.44,53.92,2.45,4,cardboard_pallet,unprotected,0
0.0,245.38,21.86,25.19,33.39,55.13,4.07,7,plastic_box,protected,0
17.7,239.44,17.69,26.73,38.53,42.07,1.1,4,metal_rack,unprotected,0
0.0,237.99,20.04,25.99,22.82,47.51,6.68,3,plastic_box,protected,1
4.47,238.74,14.47,25.94,23.03,46.7,3.85,1,plastic_box,protected,0
2.64,233.67,18.65,24.34,34.84,66.77,7.58,1,cardboard_pallet,protected,0
11.56,238.29,18.17,27.49,32.29,54.19,1.03,5,plastic_box,unprotected,0
0.0,240.6,19.69,24.27,26.99,45.84,3.93,8,metal_rack,unprotected,0
14.75,232.5,16.62,28.1,27.84,38.62,11.03,3,plastic_box,protected,0
6.14,236.46,13.29,22.09,28.82,55.21,15.31,1,cardboard_pallet,unprotected,1
10.08,236.33,20.47,25.05,25.04,54.06,0.68,2,cardboard_pallet,protected,0
3.15,229.43,17.79,26.12,32.25,63.69,2.58,1,plastic_box,protected,1
15.14,235.72,19.76,23.54,37.92,41.65,7.88,2,metal_rack,protected,0
9.14,240.42,11.85,23.44,27.65,37.05,9.6,2,metal_rack,unprotected,1
22.21,228.5,20.94,26.97,25.15,49.83,3.9,3,metal_rack,unprotected,0
7.33,232.95,15.78,24.04,31.38,49.83,1.55,3,metal_rack,protected,0
24.9,234.86,11.23,24.41,31.67,53.83,0.87,2,metal_rack,protected,0
15.13,229.41,16.58,21.39,25.68,56.89,1.85,8,plastic_box,protected,0
22.5,239.76,19.67,26.57,28.53,51.87,8.4,5,metal_rack,protected,1
8.63,230.65,12.03,23.55,30.96,59.67,3.51,3,metal_rack,unprotected,0
18.7,236.0,19.54,20.63,35.55,48.38,22.35,3,cardboard_pallet,protected,0
0.0,233.6,17.81,22.78,23.27,47.17,2.12,1,metal_rack,protected,0
4.83,225.57,18.3,23.86,35.33,44.56,7.7,3,metal_rack,protected,0
10.85,228.07,13.69,27.22,25.77,77.36,7.03,5,plastic_box,protected,0
15.47,243.91,15.57,24.83,36.36,45.81,5.38,5,cardboard_pallet,protected,0
8.6,230.09,20.43,19.25,30.46,59.01,0.01,5,metal_rack,protected,0
16.01,234.39,24.11,24.91,22.48,56.1,1.78,3,cardboard_pallet,unprotected,0
15.53,227.59,13.32,23.89,33.24,37.45,6.14,5,cardboard_pallet,unprotected,0
12.98,245.53,19.54,26.74,23.1,46.31,3.64,1,plastic_box,unprotected,1
2.56,243.51,15.96,24.75,35.39,40.12,9.44,2,plastic_box,protected,0
0.0,236.25,13.98,22.18,31.29,48.74,0.58,9,cardboard_pallet,unprotected,0
9.43,246.36,13.45,23.15,31.18,49.22,4.35,1,metal_rack,protected,0
4.6,244.85,20.57,29.75,34.91,44.93,0.35,4,metal_rack,unprotected,0
0.0,226.55,17.58,23.43,28.18,35.21,8.03,1,plastic_box,unprotected,0
15.92,230.16,18.74,21.82,34.39,42.72,9.58,3,cardboard_pallet,protected,0
7.12,249.33,17.38,23.83,37.99,47.98,22.05,1,plastic_box,protected,0
