ph_final,viscosity_cp,conductivity_ms_cm,density_g_ml,turbidity_ntu,reaction_temp_c,reaction_time_min,active_conc_mg_ml,f1_active_reagent,f2_solvent_salts,f3_agitation_kinetics
6.855,104.423,3.805,1.189,15.439,43.003,32.452,93.503,-0.6164,-0.9916,-0.4218
6.519,103.902,2.444,1.192,19.927,43.766,31.66,93.163,0.1078,-1.1767,0.0093
6.917,235.918,7.3,1.227,39.975,46.127,42.743,133.013,1.4379,0.5587,0.5667
7.897,109.146,10.158,1.198,9.796,42.104,26.463,83.983,-1.0398,1.9523,-1.9168
6.643,117.707,2.476,1.173,26.188,44.761,37.574,88.056,-0.6755,-1.3146,0.9239
6.997,157.832,6.232,1.206,31.159,46.384,35.138,101.195,0.0804,0.348,-0.4065
6.125,231.216,3.954,1.23,26.594,43.333,24.814,140.538,2.4872,-0.4653,-1.1972
7.606,85.741,8.381,1.186,23.705,46.466,40.612,77.994,-1.4672,0.4856,0.4402
7.448,75.227,5.709,1.17,13.186,41.418,28.698,70.554,-1.8121,0.0704,-0.8514
6.641,75.236,2.383,1.167,17.037,41.324,28.774,72.64,-1.0899,-1.1607,-0.9016
7.919,125.096,9.775,1.192,33.134,46.555,40.444,74.386,-1.3483,1.2606,1.1903
8.149,66.477,9.179,1.182,19.512,44.998,38.063,63.483,-2.4806,1.0644,0.5677
6.616,207.362,4.37,1.2,46.063,49.204,44.562,106.565,0.3824,-0.7193,1.8866
7.098,159.834,7.143,1.205,26.412,43.318,29.363,112.193,0.3486,0.486,-0.8373
7.51,140.227,9.928,1.216,31.263,43.867,34.334,102.887,-0.0876,1.1005,-0.759
6.831,190.74,5.161,1.211,27.82,44.83,37.208,115.835,0.7809,-0.2209,0.1102
6.712,223.053,5.306,1.205,33.854,46.465,42.67,110.758,0.8716,-0.3885,1.3288
5.688,112.013,0.34,1.172,15.487,40.667,27.393,96.479,-0.05,-2.4152,-1.0115
7.354,209.592,9.58,1.232,27.268,43.97,29.755,120.01,1.1851,1.5435,-1.1495
7.102,91.524,5.388,1.185,9.585,42.812,28.001,84.245,-0.623,0.0005,-1.1526
7.206,171.773,7.234,1.21,31.113,46.625,35.79,111.55,0.3366,0.5865,0.2588
7.038,137.144,5.651,1.186,31.419,46.154,42.917,80.76,-0.689,-0.4392,1.097
7.74,196.761,12.608,1.235,25.96,42.67,25.966,125.697,0.8101,2.4487,-1.6809
7.416,165.722,8.233,1.21,26.554,44.658,32.831,108.378,0.0796,0.9753,-0.5156
5.977,118.362,1.296,1.18,16.616,43.126,29.7,94.486,0.1361,-2.1466,-0.2802
6.114,133.17,3.251,1.206,7.723,40.483,24.856,111.543,0.904,-1.0299,-1.986
6.889,200.021,5.963,1.228,32.7,44.933,30.055,130.433,1.6035,0.3234,-0.7603
7.336,153.894,7.249,1.207,30.051,46.785,35.158,112.48,0.0371,0.8365,0.2007
7.532,91.36,7.312,1.182,23.899,43.886,36.339,81.503,-1.0918,0.4889,0.0687
6.878,132.599,5.666,1.207,9.778,42.426,23.878,105.648,0.3284,0.1691,-1.8241
6.997,180.416,7.55,1.206,30.986,45.729,43.527,111.997,0.4359,0.3386,0.6994
6.345,105.335,1.3,1.184,12.221,42.18,26.682,86.326,-0.2278,-1.2266,-1.2683
6.028,94.642,0.241,1.167,17.264,43.735,33.567,80.804,-0.357,-2.4878,0.385
7.393,101.164,6.594,1.187,20.064,45.274,37.371,78.59,-1.1911,0.3075,0.3056
7.018,164.563,7.616,1.215,34.308,47.223,32.322,117.584,0.754,0.6538,-0.1727
7.475,121.774,7.897,1.205,31.99,44.778,34.426,99.106,-0.2434,1.0569,-0.7308
6.655,108.782,4.661,1.188,14.497,42.381,29.327,87.06,-0.2577,-0.7973,-1.2597
6.726,124.63,5.143,1.2,20.441,42.663,26.325,94.692,-0.1603,-0.1296,-1.6681
6.252,183.422,1.99,1.198,35.648,45.697,41.914,101.544,0.6037,-1.1558,0.9382
7.021,96.907,4.77,1.176,20.46,44.618,32.436,81.248,-0.975,-0.4787,-0.2144
7.23,170.027,5.729,1.21,22.708,45.1,38.453,106.279,0.2502,0.4761,0.2766
7.299,211.098,6.144,1.199,45.146,50.702,53.31,98.865,-0.0356,0.0971,3.0536
7.362,180.231,8.868,1.213,23.607,45.819,35.131,111.131,0.4926,1.2144,-0.3585
7.825,203.93,11.687,1.222,32.156,45.565,36.959,110.237,0.3033,1.9775,-0.0123
7.35,89.459,7.378,1.188,18.036,44.642,33.127,80.381,-0.9614,0.3449,-0.3493
6.655,131.352,3.785,1.194,17.432,45.244,33.024,100.917,0.1786,-0.558,-0.0798
5.854,145.469,0.814,1.193,15.364,41.21,26.246,107.034,0.421,-1.7593,-1.1762
7.074,101.932,5.681,1.181,19.071,45.619,35.027,82.143,-0.9396,-0.2048,-0.2339
6.454,114.308,1.739,1.179,5.569,40.899,26.71,80.893,-0.584,-1.4823,-1.3848
7.283,271.463,9.977,1.241,45.623,48.305,42.498,143.287,2.1486,1.6419,1.218
6.474,140.349,3.511,1.19,16.68,43.717,32.543,100.28,0.1279,-0.795,-1.0473
6.727,132.281,6.188,1.208,27.536,43.565,26.447,108.366,0.7585,-0.001,-0.7127
6.223,128.231,3.233,1.201,12.855,41.512,26.599,105.993,0.5267,-1.1896,-1.2733
6.818,79.11,2.992,1.168,6.109,42.202,32.973,76.45,-1.3754,-0.812,-0.5697
6.91,119.038,5.27,1.19,20.024,43.897,35.641,92.165,-0.5148,-0.3325,-0.2131
7.062,127.1,6.22,1.192,19.816,44.847,36.533,81.891,-0.6795,0.2383,-0.2776
6.649,118.187,3.879,1.185,15.317,43.278,30.338,90.331,-0.2697,-0.9981,-0.6837
6.456,113.488,2.764,1.176,14.048,42.035,30.793,89.34,-0.473,-1.1434,-0.724
7.1,155.037,6.308,1.19,28.392,46.187,33.482,92.79,-0.4173,0.0594,0.0081
6.119,203.338,2.508,1.216,21.781,42.234,25.63,113.157,1.3158,-1.0132,-1.4009
7.176,167.638,7.198,1.204,26.444,45.507,36.098,100.584,-0.0316,0.7343,-0.0792
6.916,93.934,6.317,1.198,4.93,40.649,27.136,92.956,-0.4034,-0.1175,-1.4735
6.471,245.358,4.903,1.234,40.734,46.153,41.77,143.353,2.016,-0.0957,0.5454
6.881,106.392,3.335,1.196,23.956,42.232,31.977,89.819,-0.4433,-0.695,-0.5635
6.955,173.377,3.559,1.195,35.391,47.635,44.635,92.458,-0.2841,-0.9287,1.9713
7.259,99.164,6.397,1.193,9.827,41.608,22.89,87.873,-0.8632,0.31,-1.5655
7.027,178.607,6.692,1.206,30.688,47.387,36.196,101.738,0.2402,0.2856,0.2477
7.003,185.448,6.228,1.207,39.023,47.657,45.109,103.929,0.1489,0.0567,1.2716
6.943,157.192,6.137,1.196,22.338,44.734,34.944,97.556,-0.2447,-0.0476,-0.1141
6.604,218.096,4.921,1.205,32.446,47.385,43.967,115.078,0.805,-0.7114,1.2832
7.53,88.825,5.924,1.181,16.318,43.852,41.011,75.509,-1.6136,-0.1418,0.7522
5.365,243.914,0.384,1.215,26.103,43.24,29.996,136.26,2.3754,-1.9428,-0.4655
7.209,166.158,6.612,1.209,30.448,44.423,34.684,103.006,0.2424,0.2343,0.3614
6.787,135.593,5.544,1.193,30.876,44.046,32.678,97.563,-0.156,-0.4705,0.1606
5.878,98.006,0.814,1.184,15.326,40.241,22.861,96.844,0.3275,-1.8239,-1.8266
7.587,113.937,8.249,1.216,23.894,42.795,27.86,101.588,-0.3387,1.2037,-1.0593
6.435,134.221,2.823,1.192,11.227,41.901,32.975,92.278,-0.1281,-1.1799,-0.5219
6.665,232.603,5.747,1.243,29.864,45.69,28.782,146.926,2.2758,0.5726,-1.0016
7.802,107.96,9.705,1.202,15.125,42.679,32.616,82.997,-1.0231,1.5643,-1.1905
6.898,159.975,4.874,1.202,33.0,47.692,44.869,98.307,0.0212,-0.4575,1.3519
6.109,181.765,0.525,1.179,29.771,45.521,36.472,87.013,0.2804,-2.2104,0.8224
6.093,190.485,1.077,1.198,32.577,47.924,46.277,119.964,1.2482,-1.9673,2.0574
7.304,128.595,8.7,1.207,17.996,45.169,30.976,97.072,-0.4703,0.9906,-0.793
7.418,209.863,9.161,1.224,34.861,46.819,35.496,124.841,1.1393,1.1261,0.1859
7.262,127.321,5.834,1.187,23.544,44.719,42.626,79.412,-1.3422,-0.2128,0.8986
7.128,46.0,3.696,1.142,10.65,43.241,34.134,60.447,-2.9749,-1.3659,0.1578
7.892,144.771,10.623,1.214,26.083,46.906,39.37,106.338,-0.1129,1.9444,-0.2728
7.343,99.705,6.924,1.188,9.711,43.555,27.328,85.545,-0.8388,0.2272,-0.5181
6.839,196.703,5.634,1.213,35.826,46.267,38.587,113.177,0.7068,-0.1569,0.5804
6.633,180.277,2.617,1.188,27.123,48.538,39.338,99.716,0.233,-1.0347,1.0866
6.51,124.388,4.215,1.201,12.431,41.226,22.47,106.196,0.4889,-0.5373,-1.8496
7.351,179.756,7.064,1.206,47.822,49.877,48.255,105.336,0.0742,0.4547,2.6403
6.519,175.926,4.335,1.21,25.356,45.861,33.175,117.817,1.0694,-0.593,-0.031
7.429,210.59,8.125,1.209,36.614,48.74,45.88,111.279,0.3631,0.818,1.6368
7.94,84.577,9.733,1.184,22.836,46.256,39.302,69.958,-2.0011,0.9016,1.0683
6.681,113.098,4.286,1.185,9.411,42.35,27.169,88.293,-0.3685,-0.6306,-1.408
6.056,217.742,3.21,1.219,31.696,45.814,36.317,130.716,2.3123,-1.014,0.3196
7.428,98.91,9.216,1.201,9.316,42.145,28.925,88.374,-0.7355,0.9348,-1.4905
6.741,99.36,3.67,1.169,18.197,43.765,33.898,71.892,-1.0677,-0.8668,-0.6698
5.739,129.613,0.242,1.177,17.515,42.243,32.788,94.652,0.3216,-2.7996,-0.2493
7.378,164.105,8.936,1.216,25.116,47.708,36.079,101.002,0.1529,1.0893,0.1152
6.489,119.52,0.943,1.181,19.17,44.664,34.582,84.381,-0.3701,-1.7577,0.3776
7.432,84.513,7.069,1.193,16.489,44.265,35.713,80.016,-1.1159,0.1783,0.2519
6.966,235.364,8.957,1.233,33.413,45.02,33.503,124.903,1.2023,1.2139,-0.641
7.329,137.308,6.693,1.202,21.046,43.946,33.559,90.35,-0.3312,0.3262,-0.3057
6.299,189.491,4.098,1.207,19.482,43.971,32.895,126.751,1.4722,-0.7343,-0.3733
6.814,139.173,5.23,1.201,24.407,44.857,33.887,103.709,0.1749,-0.2029,-0.4803
6.646,190.365,4.589,1.218,25.142,43.646,27.576,115.893,1.1691,-0.0236,-0.8388
7.11,161.759,6.752,1.208,16.796,44.237,30.103,103.989,-0.0654,0.5663,-0.746
7.082,220.658,7.932,1.222,42.93,47.048,42.239,131.081,1.2573,0.6835,0.7089
6.709,159.044,4.046,1.206,34.73,46.577,35.212,106.559,0.3787,-0.556,0.7518
6.762,203.929,7.378,1.235,33.95,44.602,38.231,132.674,1.6998,0.6592,-0.1163
6.829,177.307,4.64,1.211,22.049,45.869,33.422,109.68,0.635,-0.0741,0.4136
6.932,175.33,6.912,1.204,30.46,43.125,32.281,115.209,0.6654,0.2234,-0.4204
6.93,62.644,4.286,1.163,13.681,43.264,32.117,67.239,-1.773,-0.8235,-0.3489
7.481,68.196,6.375,1.182,6.918,42.259,30.489,71.525,-1.4531,0.0602,-1.1052
7.152,196.218,9.467,1.229,36.755,46.55,36.018,121.548,1.0978,1.0367,0.5256
7.929,151.743,11.203,1.221,36.193,48.519,39.158,102.766,-0.0159,2.1214,0.1079
6.609,66.067,2.774,1.155,13.169,40.869,24.835,65.542,-1.5682,-1.4427,-1.3399
7.005,114.521,6.416,1.187,16.575,45.666,34.395,81.963,-0.7553,-0.0402,-0.1102
6.186,195.116,2.246,1.212,33.269,46.334,39.866,124.611,1.5881,-1.1601,1.201
7.738,83.125,8.86,1.187,18.071,44.258,30.145,76.554,-1.8467,0.938,-0.3564
6.158,125.443,3.256,1.199,7.895,40.164,24.543,99.427,0.2594,-0.9091,-2.2791
7.519,208.203,9.751,1.223,32.704,45.735,36.122,111.171,0.4776,1.6702,0.1927
6.932,127.136,5.892,1.195,12.364,44.139,32.985,104.96,-0.1102,0.0193,-1.3561
6.504,109.906,2.538,1.177,15.169,41.671,30.219,74.731,-0.7867,-1.437,-0.5366
6.468,160.983,2.715,1.194,15.856,43.371,28.383,98.781,0.3188,-1.128,-0.6471
7.541,197.855,7.94,1.205,38.405,48.926,49.214,97.914,-0.1808,0.6101,2.1878
7.115,232.643,7.225,1.227,38.763,48.669,42.995,126.621,1.4506,0.4202,1.2694
6.682,186.726,4.904,1.194,38.143,45.536,34.326,100.192,0.4648,-0.3749,0.2984
7.47,184.167,6.713,1.213,38.987,47.748,44.049,107.162,0.2321,0.6079,1.7335
6.964,137.542,5.249,1.198,23.569,45.052,32.971,107.241,0.0205,-0.3075,-0.0002
7.107,150.069,6.639,1.209,21.444,43.203,24.439,113.173,0.5902,0.6372,-1.4412
6.814,138.077,5.45,1.208,22.025,43.603,32.626,108.053,0.3407,-0.1156,-0.7093
6.316,88.369,4.078,1.178,6.621,39.157,20.656,97.438,-0.3242,-1.0162,-2.1382
7.001,192.536,7.617,1.21,26.015,44.986,37.251,108.991,0.4081,0.2849,0.0375
7.723,180.598,8.76,1.216,40.759,49.16,42.51,106.047,-0.0669,1.1655,1.4071
7.028,109.158,5.846,1.183,17.399,41.432,30.537,85.997,-0.6307,-0.2205,-0.7227
7.472,185.577,9.422,1.223,29.075,46.106,32.502,113.44,0.5102,1.5219,-0.1247
5.95,173.178,0.957,1.205,18.865,41.583,21.908,130.825,1.7672,-1.5676,-1.5796
6.622,133.52,5.149,1.196,15.465,43.381,31.153,102.246,0.0478,-0.6609,-0.6657
6.956,90.221,3.964,1.176,18.536,43.705,35.996,80.667,-1.0405,-0.5462,-0.083
7.615,107.644,7.672,1.184,14.655,42.05,29.95,81.421,-1.314,0.9338,-0.7554
6.242,148.642,1.931,1.191,18.959,43.929,31.438,106.394,0.5749,-1.4413,-0.3652
5.941,97.807,0.163,1.167,4.453,41.785,24.657,85.576,-0.4743,-2.2762,-1.1416
6.995,77.525,5.034,1.179,8.134,42.458,32.433,78.103,-1.0747,-0.705,-0.8071
6.904,69.558,4.231,1.174,9.962,42.754,31.363,69.648,-1.4573,-0.9158,-0.2255
7.66,100.238,7.18,1.196,21.505,43.248,36.256,78.175,-1.374,0.5482,-0.3828
7.752,101.724,8.866,1.201,10.158,44.378,33.938,96.355,-0.7286,1.4422,-1.0247
6.786,177.217,6.044,1.213,16.695,41.399,27.208,120.381,0.9509,0.3233,-1.5655
6.895,227.818,6.274,1.217,44.931,46.519,43.966,118.064,0.8374,0.2326,1.0978
7.499,189.594,8.453,1.214,33.281,47.395,42.759,109.007,0.3548,0.7974,1.2792
7.045,95.511,6.059,1.186,10.095,42.195,29.16,74.92,-1.267,-0.1565,-1.093
6.879,101.421,5.345,1.183,20.951,44.928,31.6,80.638,-0.8412,-0.5591,-0.3212
7.206,125.698,7.026,1.196,31.074,46.588,37.392,90.577,-0.6508,0.2827,0.7998
6.342,70.18,1.258,1.17,7.927,42.222,30.317,76.3,-0.7534,-1.7903,-0.8094
8.274,161.158,13.012,1.227,28.489,45.738,32.991,110.367,-0.0341,2.6986,-0.8026
6.414,77.365,3.094,1.179,1.964,40.441,27.225,87.041,-0.7205,-1.1617,-1.8637
7.743,142.961,9.42,1.199,22.264,44.029,29.035,99.316,-0.4908,1.4356,-0.5649
6.246,151.15,4.028,1.205,15.719,42.654,24.794,112.539,0.7668,-0.6637,-1.3978
7.135,113.192,5.3,1.185,24.453,43.959,39.656,89.333,-0.3982,0.0818,0.2954
8.141,93.391,10.497,1.185,29.053,46.648,37.794,74.203,-1.9464,1.4959,0.5818
6.339,173.918,2.106,1.193,21.567,44.39,30.785,98.602,0.4604,-1.3963,-0.1951
6.983,168.734,5.946,1.208,31.763,45.418,33.548,113.976,0.5399,0.3005,-0.056
7.023,174.306,6.554,1.216,34.838,47.044,43.503,114.54,0.3775,0.16,0.58
6.369,179.327,3.173,1.193,25.017,47.456,37.284,114.089,0.7041,-0.8025,0.8147
6.703,114.567,4.065,1.192,15.587,43.068,29.723,95.321,-0.2763,-0.8063,-0.1385
6.937,206.21,8.171,1.23,32.264,45.746,34.335,133.739,1.7399,0.9471,-0.3237
7.056,145.469,7.413,1.206,23.445,43.776,30.246,102.422,0.1665,0.1361,-0.6373
7.057,127.72,6.97,1.196,22.16,45.059,34.197,106.176,0.1306,0.2933,-0.8235
7.328,156.469,6.144,1.197,36.556,46.907,41.577,96.977,-0.3042,0.0736,1.1043
7.105,163.581,6.423,1.218,23.292,43.944,29.156,108.694,0.4424,0.6805,-1.0344
7.067,135.766,7.28,1.197,31.226,46.456,35.985,91.91,-0.4633,0.0241,0.3163
7.53,167.972,8.225,1.205,31.259,45.984,40.707,91.108,-0.5922,0.5082,0.7478
6.624,167.844,4.269,1.197,17.177,43.836,34.097,103.853,0.3298,-0.6314,-0.0885
7.35,205.122,8.542,1.211,39.925,49.216,47.122,119.982,0.8876,0.741,2.0263
7.14,200.255,7.922,1.216,31.776,45.63,33.186,118.971,0.8071,0.7881,0.1626
7.221,142.769,7.496,1.202,24.109,44.409,33.757,106.382,0.268,0.3085,-0.1403
6.382,140.268,2.815,1.189,13.346,42.768,25.78,103.059,0.3921,-1.2615,-1.3921
7.246,204.712,8.151,1.228,35.247,46.001,36.832,120.276,0.9318,0.7596,0.4256
7.354,183.819,8.027,1.204,36.906,46.995,42.236,96.918,-0.3757,0.5732,1.3602
7.638,190.424,11.398,1.241,23.347,45.56,28.907,125.116,1.0028,2.2833,-1.6519
6.652,197.346,5.267,1.209,26.106,45.896,38.004,117.84,0.9094,-0.2839,0.4088
6.303,100.682,2.06,1.181,16.185,44.368,32.197,95.392,-0.0851,-1.6253,-0.7389
6.624,97.126,4.497,1.174,10.419,39.828,28.184,80.379,-1.1455,-0.778,-1.3487
7.698,144.09,9.181,1.203,26.351,46.399,40.459,90.035,-0.535,1.1719,0.5526
6.717,168.725,3.701,1.191,24.126,46.118,37.422,92.667,-0.3602,-0.5058,0.7878
6.979,112.478,6.041,1.196,26.485,44.501,36.466,89.24,-0.3686,-0.0063,-0.0935
6.77,158.961,4.431,1.196,26.152,45.548,41.24,108.482,0.4534,-0.3599,0.6551
6.379,201.411,3.526,1.217,27.389,42.215,34.815,126.104,1.6767,-0.372,-0.2821
7.465,172.835,8.754,1.212,31.83,46.276,36.706,111.056,0.1443,1.012,0.2977
6.158,83.163,2.082,1.184,3.273,40.263,21.315,91.692,-0.4243,-1.428,-2.3112
6.081,185.569,2.591,1.2,22.957,44.422,27.747,119.123,1.2964,-1.1203,-0.7531
6.976,191.685,7.346,1.231,25.221,45.882,35.37,121.572,1.0942,1.0452,-0.4449
7.102,212.748,8.045,1.224,33.827,45.375,36.666,122.523,1.2128,0.8329,0.1757
7.275,166.907,7.797,1.198,25.969,45.172,37.195,104.698,-0.1702,0.2444,0.4251
7.56,99.26,8.598,1.193,14.069,42.549,34.634,89.84,-1.0045,1.1785,-1.0071
6.811,153.931,4.081,1.195,26.599,45.499,38.42,100.753,0.0233,-0.6535,0.2622
7.95,134.273,10.692,1.199,28.436,46.871,36.329,88.02,-0.9513,1.7738,0.2255
7.393,155.123,6.407,1.183,47.593,49.835,50.525,80.268,-0.8593,-0.1194,2.8627
6.22,154.175,2.365,1.2,20.64,45.435,33.924,105.615,0.7023,-1.4036,-0.2266
6.888,74.478,4.477,1.191,7.929,40.463,23.861,85.633,-0.7912,-0.2316,-1.9703
6.543,124.88,2.923,1.188,23.713,44.72,34.65,88.766,-0.2061,-1.1013,0.07
7.923,66.735,9.601,1.191,7.891,42.855,25.508,79.364,-1.5408,1.4149,-1.6255
6.649,149.095,2.457,1.192,25.283,44.82,36.691,88.126,-0.4,-1.2556,0.4144
6.173,206.944,2.836,1.209,38.188,46.897,39.093,123.289,1.1834,-1.4672,1.2222
6.83,201.831,7.34,1.224,33.894,43.387,32.612,124.749,1.2054,0.6784,-1.0195
7.816,92.306,8.573,1.197,21.627,43.051,30.736,88.443,-1.0029,1.2583,-0.9305
7.041,72.469,3.749,1.159,23.358,44.095,37.03,74.343,-1.3797,-0.9624,0.6885
8.481,148.412,12.362,1.2,42.171,50.177,49.898,85.64,-1.4677,2.0748,2.4356
6.951,178.053,6.047,1.206,35.882,44.77,35.217,106.535,0.3637,-0.0149,0.1053
7.438,144.334,7.286,1.191,19.789,46.184,36.97,89.661,-0.7687,0.4538,-0.0265
6.646,126.6,3.315,1.193,15.574,42.656,30.912,89.375,-0.1921,-1.0074,-0.5999
6.402,136.356,2.347,1.182,25.607,41.92,36.676,98.549,-0.2117,-1.3477,-0.2018
6.254,139.614,3.409,1.18,12.396,43.943,34.016,92.771,-0.0006,-1.4102,0.0927
7.458,116.494,7.577,1.194,31.682,44.556,36.082,86.936,-0.7012,0.5853,0.1377
5.738,235.329,2.536,1.24,28.427,44.479,30.351,140.671,2.6697,-0.9783,-0.4205
7.012,210.875,7.604,1.23,24.419,44.207,29.294,137.956,1.5181,0.9818,-1.194
7.402,200.862,8.493,1.232,24.17,44.135,34.513,118.501,0.9352,1.2461,-0.6607
7.058,198.907,6.592,1.214,39.144,48.931,40.54,110.078,0.7549,0.037,1.2489
7.479,59.693,4.657,1.163,24.523,45.824,39.999,61.571,-2.2483,-0.5053,0.9985
7.694,98.8,8.615,1.19,21.918,44.412,32.825,87.601,-1.0604,1.0252,-0.9005
8.172,174.167,13.49,1.22,33.496,43.862,35.803,105.316,-0.3548,2.5779,0.0108
6.859,143.959,5.524,1.19,21.05,43.401,34.833,93.603,-0.1297,-0.0987,-0.6327
7.056,212.073,6.931,1.227,32.444,47.162,40.139,116.525,1.0609,0.0216,1.0763
7.165,161.056,6.62,1.2,32.183,45.037,37.344,103.222,0.235,0.2601,0.3994
6.74,191.518,6.206,1.21,32.838,46.327,39.331,118.0,0.7842,-0.1325,1.049
6.441,193.566,4.39,1.217,26.76,43.431,30.343,123.016,1.5224,-0.3753,-0.5497
7.298,115.625,5.718,1.171,33.511,47.202,43.974,69.113,-1.6177,-0.4896,1.9253
7.019,185.723,7.268,1.21,28.931,45.878,36.05,112.972,0.5219,0.2862,0.8435
7.128,138.697,8.112,1.21,18.218,46.199,39.723,108.228,0.0435,0.6536,0.0916
6.757,159.346,7.303,1.21,19.555,44.239,26.653,104.501,0.3172,0.1941,-1.0937
6.851,170.057,6.586,1.218,23.498,44.638,30.984,116.441,0.8487,0.6233,-0.9178
7.222,135.423,5.372,1.181,26.012,46.007,43.348,85.124,-0.6793,-0.1716,1.2515
6.257,204.484,3.434,1.215,12.492,41.651,26.358,125.172,1.3058,-0.6288,-1.4529
6.61,174.976,3.659,1.189,31.443,45.234,40.609,109.209,0.6492,-0.7786,0.7774
6.435,180.365,2.869,1.197,21.862,45.487,34.592,104.051,0.4536,-1.0005,-0.0725
6.867,187.702,5.037,1.209,38.243,46.876,36.75,113.654,0.6528,-0.017,0.4378
5.867,229.883,0.934,1.218,46.544,47.885,44.945,125.221,1.8791,-1.7223,1.9577
7.106,167.349,6.543,1.203,38.932,47.901,43.348,99.106,0.0706,-0.0029,1.7384
7.089,230.352,8.326,1.232,34.863,45.323,35.743,131.993,1.7419,1.0423,-0.1786
6.518,189.658,4.173,1.218,26.531,45.352,36.293,125.46,1.4372,-0.3816,0.472
7.538,80.466,6.003,1.164,21.837,47.012,41.622,60.605,-2.1413,-0.5925,1.2993
7.351,208.267,9.62,1.208,35.673,48.894,38.91,105.746,0.3345,0.7239,1.3991
7.739,151.78,8.96,1.217,18.996,44.311,31.554,106.832,0.0198,1.7099,-0.9091
6.534,127.929,3.634,1.198,13.469,41.89,28.913,95.573,-0.2856,-0.7863,-1.1768
6.576,131.148,3.285,1.199,17.011,43.36,33.22,98.617,0.2237,-0.8615,-0.4303
6.478,62.911,1.175,1.138,5.011,42.628,39.116,59.672,-2.0001,-2.4434,0.3191
6.566,179.999,3.404,1.209,24.028,45.93,35.929,113.719,0.8379,-0.6244,-0.0067
6.29,160.59,4.053,1.202,27.1,43.674,37.098,108.794,0.7063,-0.9677,0.4081
6.823,112.96,4.2,1.189,16.054,42.833,30.852,95.807,-0.3383,-0.3639,-0.6235
7.399,189.277,8.327,1.216,28.636,46.211,40.617,108.637,0.3239,0.8457,0.5629
6.804,223.019,7.492,1.232,33.01,45.772,34.376,132.586,1.8919,0.683,-0.2055
7.606,98.269,7.85,1.19,11.627,44.15,26.948,84.321,-1.0171,0.6081,-0.6759
6.744,167.504,4.596,1.2,28.666,45.003,37.922,93.889,-0.0247,-0.5945,0.7473
7.66,169.441,8.159,1.194,36.195,49.113,39.756,97.846,-0.374,0.7343,1.2873
7.026,209.272,4.968,1.205,31.754,47.675,39.307,112.005,0.5089,-0.186,1.3224
7.779,67.086,9.603,1.185,17.081,42.639,28.06,74.83,-1.7788,1.2188,-1.3566
7.933,110.75,10.11,1.2,26.682,44.781,33.066,77.227,-1.3514,1.4141,-0.0449
7.322,162.249,7.778,1.202,32.338,44.753,35.511,93.278,-0.1596,0.2564,0.1501
7.562,203.59,7.979,1.2,45.018,50.252,50.749,107.94,0.0948,0.4979,2.806
6.437,206.645,5.77,1.234,39.606,44.856,31.935,130.198,1.7308,0.1042,-0.5362
6.384,143.204,4.971,1.207,16.602,42.981,25.347,104.397,0.6693,-0.1041,-1.8196
6.965,145.529,5.939,1.188,20.296,46.685,38.559,78.9,-0.5815,-0.4184,0.6598
6.766,136.68,4.987,1.2,21.756,43.856,29.731,108.776,0.3887,0.1515,-1.2066
6.674,243.251,4.785,1.208,35.745,48.292,40.69,114.418,1.1142,-0.2526,1.4103
6.368,110.247,2.086,1.182,10.163,42.572,30.703,91.318,-0.0683,-1.4561,-0.4843
7.103,151.534,5.444,1.195,19.613,44.995,28.681,99.476,-0.182,0.1551,-0.6391
7.186,181.856,9.235,1.223,22.9,44.261,34.253,114.287,0.8945,1.2801,-1.27
7.175,111.732,6.68,1.192,17.542,44.085,32.038,89.623,-0.3771,0.0049,-0.8424
7.353,146.764,7.104,1.197,27.002,45.529,38.829,93.719,-0.2794,0.2364,0.7935
7.27,130.861,5.418,1.183,23.089,44.765,36.65,84.633,-0.8223,0.0855,0.3325
7.227,142.625,7.539,1.207,17.573,43.589,26.798,106.494,0.11,0.7054,-1.1896
7.466,152.133,7.614,1.196,23.867,45.51,39.799,94.247,-0.4635,0.3781,0.9581
6.872,102.044,4.375,1.175,22.82,44.122,29.027,78.608,-1.2174,-0.5967,-0.6047
8.089,133.69,9.625,1.197,27.605,46.663,38.649,84.694,-1.2342,1.5038,0.5011
6.762,204.999,4.26,1.202,42.812,50.166,48.132,112.795,0.6937,-0.701,2.4935
7.215,133.388,8.824,1.205,18.582,44.705,34.244,100.939,-0.0682,0.4864,-0.2345
7.285,81.432,6.059,1.178,7.102,43.132,32.947,69.939,-1.5381,-0.0876,-0.4906
6.705,205.392,5.774,1.205,29.956,44.509,40.815,117.651,0.8189,-0.2039,0.5454
7.013,163.386,6.763,1.221,30.939,45.663,36.218,121.853,0.869,0.4515,0.0404
7.633,176.095,8.648,1.207,34.651,47.835,45.691,102.054,-0.4987,1.1246,1.6886
7.623,197.507,9.809,1.213,34.829,46.527,39.236,107.528,0.1871,1.431,0.6009
6.886,95.306,4.525,1.166,18.228,42.981,28.739,72.597,-1.2311,-0.8934,-0.6037
7.836,46.106,7.457,1.164,23.21,45.474,40.992,58.438,-2.3594,0.4533,0.531
6.751,136.123,5.806,1.203,26.404,45.784,33.662,104.468,0.4612,0.1644,-0.2908
7.242,153.799,5.54,1.184,33.081,45.823,39.087,92.782,-0.3783,-0.0783,0.8749
